player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_sca_sca,header_sca_sca_per90,header_sca_types_sca_passes_live,header_sca_types_sca_passes_dead,header_sca_types_sca_dribbles,header_sca_types_sca_shots,header_sca_types_sca_fouled,header_gca_gca,header_gca_gca_per90,header_gca_types_gca_passes_live,header_gca_types_gca_passes_dead,header_gca_types_gca_dribbles,header_gca_types_gca_shots,header_gca_types_gca_fouled,header_gca_types_gca_og_for,matches
Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,6,1.46,5,0,1,0,0,2,0.49,2,0,0,0,0,0,Matches
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,17.8,39,2.19,35,1,1,0,2,3,0.17,2,0,0,0,1,0,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,22,2.00,19,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,37,1.15,29,2,0,3,3,3,0.09,3,0,0,0,0,0,Matches
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,19.0,12,0.63,12,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,3,1.08,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Maldini,it ITA,MF,Milan,it Serie A,17,2001,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,16.2,105,6.47,65,10,14,7,9,9,0.55,7,1,0,0,1,0,Matches
Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,15,2.01,10,0,0,1,4,2,0.27,2,0,0,0,0,0,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,28,1.28,22,2,2,0,2,2,0.09,1,0,1,0,0,0,Matches
Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,24,1.42,15,0,4,1,4,3,0.18,2,0,0,1,0,0,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,1,0.64,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,30,1.36,26,3,1,0,0,1,0.05,1,0,0,0,0,0,Matches
Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,29.4,22,0.75,18,0,0,3,1,5,0.17,4,0,0,1,0,0,Matches
Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,25.8,68,2.63,57,1,3,2,5,3,0.12,2,0,0,0,1,0,Matches
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0.04,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,13,1.05,12,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,17,0.59,17,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,65,2.85,47,13,1,3,1,4,0.18,4,0,0,0,0,0,Matches
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,107,3.51,85,0,6,3,13,15,0.49,9,0,0,1,5,0,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,78,3.75,50,24,3,1,0,2,0.10,1,1,0,0,0,0,Matches
Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,9.8,5,0.51,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,23.2,4,0.17,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,14,0.79,12,1,0,0,1,3,0.17,1,1,0,0,1,0,Matches
Giacomo Manzari,it ITA,"MF,FW",Sassuolo,it Serie A,18,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,27,3.60,20,0,3,2,2,2,0.27,2,0,0,0,0,0,Matches
Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,27,1.35,18,0,5,0,4,2,0.10,1,0,1,0,0,0,Matches
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,16,1.74,14,1,0,1,0,2,0.22,1,0,0,1,0,0,Matches
Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,50,3.47,45,0,2,1,2,7,0.49,5,0,0,0,2,0,Matches
Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,8,0.48,7,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,32,2.52,24,3,3,0,2,2,0.16,2,0,0,0,0,0,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,19.1,22,1.15,20,0,0,1,1,2,0.10,1,0,0,0,1,0,Matches
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,11,1.83,7,4,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,9,0.46,8,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,2,4.00,1,0,1,0,0,1,2.00,0,0,1,0,0,0,Matches
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,10,0.59,10,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,2,0.90,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.1,1,7.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,11,1.16,8,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,9,0.46,7,0,0,2,0,1,0.05,1,0,0,0,0,0,Matches
Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,19.2,16,0.83,15,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,1,1.11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,0.8,8,10.43,6,2,0,0,0,2,2.61,1,1,0,0,0,0,Matches
Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,18,1.10,15,1,1,1,0,3,0.18,2,0,0,1,0,0,Matches
Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,29,2.06,25,1,2,1,0,2,0.14,2,0,0,0,0,0,Matches
Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,39,1.55,31,0,0,0,8,4,0.16,1,0,0,0,3,0,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,92,3.16,72,0,12,3,5,18,0.62,13,0,2,1,2,0,Matches
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,50,2.51,27,20,1,0,1,3,0.15,1,0,0,0,1,1,Matches
Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,2,0.34,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0.80,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,5,1.82,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,8,1.09,5,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,23,0.70,11,3,1,3,5,3,0.09,1,1,0,0,1,0,Matches
Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,1,9.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,9,1.20,9,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,26.1,85,3.25,46,1,14,12,12,12,0.46,4,0,1,3,4,0,Matches
Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,13,0.50,13,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,1,2.73,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,60,3.23,44,0,11,3,2,7,0.38,5,0,0,2,0,0,Matches
Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,9.1,11,1.21,8,0,2,0,1,2,0.22,1,0,1,0,0,0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,16,0.71,15,1,0,0,0,2,0.09,2,0,0,0,0,0,Matches
Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,12.7,11,0.87,10,0,0,1,0,2,0.16,1,0,0,1,0,0,Matches
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,5,0.83,4,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,20,0.99,18,2,0,0,0,1,0.05,0,1,0,0,0,0,Matches
Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,7,0.20,4,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,10,0.96,10,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,67,2.20,50,0,7,2,8,9,0.29,5,0,2,1,1,0,Matches
Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,38,4.51,31,3,1,2,1,2,0.24,2,0,0,0,0,0,Matches
Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,26.3,16,0.61,11,4,0,0,1,2,0.08,2,0,0,0,0,0,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,15,1.28,8,0,5,2,0,3,0.26,2,0,0,1,0,0,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,43,2.45,40,0,2,0,1,4,0.23,4,0,0,0,0,0,Matches
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,5,0.64,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,30,2.32,17,0,6,2,5,0,0.00,0,0,0,0,0,0,Matches
Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1.0,5,5.06,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,8.3,14,1.68,11,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,23.5,38,1.62,36,0,0,0,2,4,0.17,4,0,0,0,0,0,Matches
Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,71,2.31,51,0,7,9,4,7,0.23,6,0,1,0,0,0,Matches
Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,25,1.62,18,0,6,0,1,1,0.06,1,0,0,0,0,0,Matches
Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,85,2.83,43,36,0,4,2,8,0.27,4,2,0,2,0,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5.0,12,2.39,6,0,1,1,3,5,1.00,2,0,1,1,0,1,Matches
Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,7,5.38,4,3,0,0,0,1,0.77,1,0,0,0,0,0,Matches
Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,61,2.57,47,0,5,5,4,11,0.46,7,0,2,1,1,0,Matches
Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,35,1.86,23,6,1,2,3,7,0.37,2,0,1,1,3,0,Matches
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,91,5.41,60,2,19,6,4,12,0.71,9,0,2,0,1,0,Matches
Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,14.7,15,1.02,10,4,0,1,0,3,0.20,2,0,0,1,0,0,Matches
Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,1,1.55,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,5,5.36,2,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,8,1.82,4,0,3,0,1,1,0.23,1,0,0,0,0,0,Matches
James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,60,1.75,51,0,3,2,4,9,0.26,5,0,0,1,3,0,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,28,1.19,23,0,1,3,1,2,0.09,0,0,0,2,0,0,Matches
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,4,0.14,2,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,28,1.50,14,13,0,1,0,3,0.16,1,2,0,0,0,0,Matches
John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,93,3.62,69,10,7,2,5,9,0.35,6,1,1,0,1,0,Matches
David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,35,1.74,26,1,5,2,1,4,0.20,3,0,1,0,0,0,Matches
Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23.0,48,2.08,33,0,6,8,1,2,0.09,1,0,1,0,0,0,Matches
Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,58,1.76,46,6,2,2,2,2,0.06,2,0,0,0,0,0,Matches
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,102,2.75,61,22,6,6,7,14,0.38,9,2,1,1,1,0,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,35,1.78,25,0,1,3,5,3,0.15,2,0,0,0,0,1,Matches
Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,7.1,10,1.40,9,1,0,0,0,2,0.28,2,0,0,0,0,0,Matches
Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,18.1,27,1.49,25,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,21,0.66,13,1,1,6,0,2,0.06,1,0,0,1,0,0,Matches
Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,6,1.66,5,0,0,1,0,2,0.55,1,0,0,1,0,0,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,32,2.40,25,5,0,1,1,7,0.52,6,0,0,0,1,0,Matches
Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,23.5,44,1.88,40,0,1,2,1,4,0.17,3,0,0,1,0,0,Matches
Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,8,2.35,6,0,1,0,1,1,0.29,1,0,0,0,0,0,Matches
Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,28,2.26,24,0,0,0,4,1,0.08,1,0,0,0,0,0,Matches
Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,19,1.38,15,0,1,1,2,1,0.07,1,0,0,0,0,0,Matches
Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,28,2.13,22,1,1,0,4,8,0.61,5,0,0,0,3,0,Matches
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,5,0.33,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,42,2.09,35,4,0,3,0,8,0.40,8,0,0,0,0,0,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,36,2.19,26,5,2,0,3,5,0.30,3,2,0,0,0,0,Matches
Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,28,1991,9.6,13,1.35,10,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,20,1.63,14,1,1,1,3,3,0.25,2,0,1,0,0,0,Matches
Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10.0,17,1.70,10,0,3,3,1,3,0.30,2,0,0,1,0,0,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,36,2.17,33,1,1,1,0,6,0.36,5,1,0,0,0,0,Matches
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,2,0.08,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,41,2.04,32,3,3,0,3,7,0.35,4,0,1,0,2,0,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,8,2.47,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,22,1.37,20,0,1,1,0,2,0.12,1,0,0,1,0,0,Matches
Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,3,0.30,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,2,2.54,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,4,0.58,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,20.7,1,0.05,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,22,1.71,18,2,0,1,1,2,0.16,2,0,0,0,0,0,Matches
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,76,2.18,64,0,0,4,7,8,0.23,7,0,0,0,0,1,Matches
Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,1,1.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yıldırım Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,17.8,89,5.01,61,9,10,6,3,11,0.62,7,1,2,0,1,0,Matches
Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,53,2.37,37,8,3,1,4,7,0.31,6,0,0,0,1,0,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32.0,220,6.87,126,18,37,12,27,36,1.13,22,5,5,2,2,0,Matches
Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,25,1.81,25,0,0,0,0,3,0.22,3,0,0,0,0,0,Matches
Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,9,0.54,9,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches
Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,11,1.51,10,0,0,0,1,1,0.14,1,0,0,0,0,0,Matches
Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,1,1.18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,57,2.36,39,16,0,2,0,5,0.21,3,2,0,0,0,0,Matches
Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,41,2.68,28,0,3,7,3,5,0.33,3,0,0,2,0,0,Matches
Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,4,1.55,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,29,1.27,20,4,1,0,4,2,0.09,1,0,0,0,1,0,Matches
Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,21,1997,34.2,18,0.53,17,0,0,1,0,3,0.09,2,0,0,1,0,0,Matches
Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,18.5,45,2.43,34,1,3,6,1,6,0.32,4,0,1,1,0,0,Matches
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,31.7,91,2.87,78,1,2,6,4,12,0.38,10,0,0,1,1,0,Matches
Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,4,0.35,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,43,1.54,17,25,1,0,0,3,0.11,2,1,0,0,0,0,Matches
Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,6,2.50,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,23,2.21,19,1,0,1,2,4,0.38,4,0,0,0,0,0,Matches
Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,49,2.27,34,1,4,5,5,7,0.32,3,0,1,1,2,0,Matches
Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,13,0.51,8,0,0,5,0,2,0.08,1,0,0,1,0,0,Matches
Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,3,1.08,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,13,0.40,12,1,0,0,0,2,0.06,2,0,0,0,0,0,Matches
Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27.0,36,1.33,35,0,1,0,0,5,0.19,5,0,0,0,0,0,Matches
Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,18,2.07,14,2,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,30.1,39,1.30,33,1,0,2,3,3,0.10,0,0,0,1,2,0,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,5,2.31,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,8,0.35,6,0,0,2,0,1,0.04,1,0,0,0,0,0,Matches
Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1997,21.0,34,1.62,25,6,1,1,1,4,0.19,1,1,1,1,0,0,Matches
Henrikh Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,6,4.82,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,30,1989,16.0,65,4.06,54,0,4,3,4,8,0.50,7,0,1,0,0,0,Matches
Anthony Modeste,fr FRA,"FW,MF",Köln,de Bundesliga,31,1988,12.6,13,1.03,7,0,2,3,1,2,0.16,1,0,1,0,0,0,Matches
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,88,3.97,68,9,5,3,3,16,0.72,11,1,0,1,3,0,Matches
Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,3,3.65,1,0,0,2,0,1,1.22,0,0,0,1,0,0,Matches
Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22.0,23,1.05,15,1,2,3,1,2,0.09,0,0,0,1,0,1,Matches
Jorge Molina,es ESP,FW,Getafe,es La Liga,37,1982,21.0,60,2.86,44,1,6,1,8,10,0.48,4,1,4,0,1,0,Matches
