player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_minutes,header_playing_minutes_per_game,header_playing_minutes_pct,header_playing_minutes_90s,header_playing_games_starts,header_starts_minutes_per_start,header_starts_games_subs,header_subs_minutes_per_sub,header_subs_unused_subs,header_subs_points_per_match,header_team_success_on_goals_for,header_team_success_on_goals_against,header_team_success_plus_minus,header_team_success_plus_minus_per90,header_team_success_plus_minus_wowy,header_team_success_on_xg_for,header_xg_team_success_on_xg_against,header_xg_team_success_xg_plus_minus,header_xg_team_success_xg_plus_minus_per90,header_xg_team_success_xg_plus_minus_wowy,header_xg_team_success_matches
Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,5,185,37,5.7,2.1,2,71,3,14,6,1.40,1,1,0,0.00,+0.27,3.6,1.5,+2.1,+1.01,+1.07,Matches
Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,8,150,19,4.6,1.7,1,58,7,13,11,0.75,3,7,-4,-2.40,-1.82,3.7,3.4,+0.3,+0.16,+0.47,Matches
Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,28,"2,098",75,61.3,23.3,25,79,3,43,0,0.96,22,33,-11,-0.47,+0.69,26.1,36.4,-10.4,-0.44,-0.29,Matches
Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,5,204,41,6.0,2.3,3,52,2,24,5,1.80,4,1,+3,+1.32,+1.24,3.2,2.3,+0.9,+0.38,+0.43,Matches
Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,20,"1,174",59,36.2,13.0,15,70,5,24,9,0.90,14,19,-5,-0.38,-0.43,16.8,15.4,+1.4,+0.10,+0.34,Matches
Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,18,"1,055",59,32.6,11.7,13,74,5,19,5,0.61,11,25,-14,-1.19,+0.08,14.4,22.7,-8.3,-0.71,-0.04,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,32,"2,880",90,88.9,32.0,32,90,0,,3,1.47,47,43,+4,+0.12,-1.63,52.0,36.0,+15.9,+0.50,-0.79,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,26,"2,000",77,82.3,22.2,23,83,3,27,1,2.50,63,20,+43,+1.94,+0.26,60.5,20.4,+40.1,+1.80,-0.09,Matches
Amadou Dia Ndiaye,sn SEN,FW,Metz,fr Ligue 1,19,2000,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Boulaye Dia,fr FRA,FW,Reims,fr Ligue 1,22,1996,24,"1,812",76,71.9,20.1,21,82,3,28,0,1.50,20,17,+3,+0.15,-0.11,20.2,17.3,+3.0,+0.15,+0.25,Matches
Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,20,"1,190",60,47.2,13.2,15,74,5,17,2,0.80,14,26,-12,-0.91,-0.43,10.4,18.6,-8.3,-0.63,-0.53,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,28,"1,771",63,57.9,19.7,18,84,10,26,6,1.86,33,29,+4,+0.20,-0.70,30.2,30.4,-0.2,-0.01,-0.80,Matches
Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,21,"1,444",69,42.2,16.0,15,89,6,18,10,1.67,20,23,-3,-0.19,0.00,18.2,23.9,-5.6,-0.35,-0.01,Matches
Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,16,"1,366",85,54.2,15.2,16,85,0,,0,0.75,9,27,-18,-1.19,+0.22,17.4,20.8,-3.4,-0.22,+0.50,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,16,"1,201",75,49.4,13.3,14,80,2,42,5,2.44,27,9,+18,+1.35,-1.07,30.0,8.7,+21.3,+1.60,-0.43,Matches
Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,26,"2,196",84,87.1,24.4,26,84,0,,0,1.08,22,29,-7,-0.29,-0.01,23.0,29.8,-6.8,-0.28,-0.14,Matches
Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,19,"1,561",82,61.9,17.3,18,86,1,6,1,1.16,19,26,-7,-0.40,-0.78,17.7,29.0,-11.3,-0.65,-0.67,Matches
Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,90,90,3.6,1.0,1,90,0,,7,0.00,0,3,-3,-3.00,-1.78,0.3,1.3,-0.9,-0.93,-0.50,Matches
Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,22,"1,690",77,67.1,18.8,20,83,2,20,0,1.82,25,16,+9,+0.48,-0.06,26.2,18.1,+8.1,+0.43,+0.52,Matches
Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,4,317,79,12.6,3.5,3,90,1,46,24,0.75,4,6,-2,-0.57,-0.04,3.0,7.0,-4.0,-1.15,-0.76,Matches
Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,21,"1,428",68,44.1,15.9,18,78,3,11,5,1.90,32,18,+14,+0.88,+0.44,32.0,18.5,+13.5,+0.85,+0.43,Matches
Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,6,65,11,1.9,0.7,0,,6,11,10,2.17,0,1,-1,-1.38,-2.62,0.8,1.2,-0.4,-0.60,-1.56,Matches
Javier Díaz,es ESP,GK,Sevilla,es La Liga,22,1997,0,,,,,0,,0,,10,,,,,,,,,,,,Matches
Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,36,"2,884",80,84.3,32.0,33,85,3,21,1,1.53,43,43,0,0.00,-1.18,34.8,35.5,-0.7,-0.02,-0.19,Matches
Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,22,"1,868",85,74.1,20.8,22,85,0,,1,0.91,21,35,-14,-0.67,+0.02,20.3,26.6,-6.2,-0.30,+0.17,Matches
Lorenzo Dickmann,it ITA,"DF,MF",SPAL,it Serie A,22,1996,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,19,"1,344",71,39.3,14.9,15,85,4,18,13,1.95,26,23,+3,+0.20,-0.28,20.2,20.5,-0.3,-0.02,+0.26,Matches
Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,18,2001,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,35,"3,030",87,88.6,33.7,35,87,0,,1,1.29,37,49,-12,-0.36,-0.36,40.6,43.1,-2.5,-0.07,-0.77,Matches
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,"3,420",90,100.0,38.0,38,90,0,,0,2.61,85,33,+52,+1.37,,70.8,41.3,+29.5,+0.78,,Matches
Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,13,"1,006",77,31.0,11.2,12,82,1,26,0,1.46,18,19,-1,-0.09,+0.23,17.7,16.5,+1.3,+0.11,+0.17,Matches
Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,23,"1,309",57,42.8,14.5,16,73,7,21,3,1.39,17,21,-4,-0.28,+0.08,13.6,19.7,-6.1,-0.42,-0.15,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,11,341,31,10.5,3.8,3,59,8,20,5,1.18,5,8,-3,-0.79,-0.76,4.4,7.6,-3.2,-0.85,-0.82,Matches
Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,3,27,9,0.8,0.3,0,,3,9,18,2.33,0,0,0,0.00,-1.15,0.3,0.3,+0.1,+0.22,-0.68,Matches
Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,15,892,59,35.4,9.9,12,70,3,16,2,1.67,9,6,+3,+0.30,+0.19,11.4,7.2,+4.2,+0.42,+0.53,Matches
Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,12,666,56,26.4,7.4,8,70,4,26,4,0.67,5,8,-3,-0.41,+0.23,6.8,7.1,-0.3,-0.04,+0.25,Matches
Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,32,"2,766",86,80.9,30.7,31,89,1,3,4,1.03,39,54,-15,-0.49,-0.76,39.6,52.7,-13.1,-0.43,+0.11,Matches
Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,30,"2,253",75,65.9,25.0,25,86,5,21,3,1.07,23,42,-19,-0.76,-0.91,25.2,35.3,-10.1,-0.40,-0.46,Matches
Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,4,120,30,4.8,1.3,1,93,3,9,5,2.00,2,2,0,0.00,+0.60,2.3,1.5,+0.8,+0.60,+0.85,Matches
Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,"2,430",90,96.4,27.0,27,90,0,,0,1.41,25,21,+4,+0.15,-0.85,27.1,25.8,+1.3,+0.05,-0.77,Matches
Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,8,661,83,26.2,7.3,8,83,0,,13,1.13,9,7,+2,+0.27,-0.02,8.0,8.1,-0.1,-0.02,-0.48,Matches
Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,"3,060",90,89.5,34.0,34,90,0,,0,1.38,37,34,+3,+0.09,-0.66,33.5,35.1,-1.6,-0.05,-0.21,Matches
Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,18,928,52,27.1,10.3,10,74,8,23,3,1.28,15,13,+2,+0.19,+0.59,17.9,14.1,+3.8,+0.37,+0.48,Matches
Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,15,717,48,22.1,8.0,8,80,7,11,18,1.27,8,20,-12,-1.51,-1.19,8.9,19.0,-10.1,-1.27,-0.96,Matches
Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,25,"2,064",83,84.9,22.9,23,88,2,19,1,1.52,29,24,+5,+0.22,+1.45,31.7,26.2,+5.5,+0.24,+0.56,Matches
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,32,"2,648",83,81.7,29.4,31,84,1,45,3,2.03,75,36,+39,+1.33,-0.50,64.2,31.1,+33.2,+1.13,-0.42,Matches
Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,2,29,15,0.8,0.3,0,,2,15,8,0.00,1,1,0,0.00,-0.21,0.6,0.2,+0.3,+1.01,+0.84,Matches
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,"3,150",90,92.1,35.0,35,90,0,,3,1.03,33,51,-18,-0.51,-0.85,36.9,47.0,-10.0,-0.29,-0.51,Matches
Mihai Dobre,ro ROU,MF,Bournemouth,eng Premier League,20,1998,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,36,"2,839",79,83.0,31.5,32,85,4,31,1,1.64,45,31,+14,+0.44,+0.91,41.4,27.2,+14.2,+0.45,+0.66,Matches
Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,"1,888",82,74.9,21.0,22,85,1,16,0,1.39,32,27,+5,+0.24,+0.52,26.8,32.7,-5.9,-0.28,-0.07,Matches
Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,148,25,5.9,1.6,1,95,5,11,4,1.17,0,2,-2,-1.22,-1.33,2.3,1.4,+1.0,+0.58,+0.71,Matches
Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,15,"1,324",88,38.7,14.7,14,90,1,64,23,1.27,19,23,-4,-0.27,-0.14,15.1,22.7,-7.6,-0.52,-0.28,Matches
Iago Domínguez,es ESP,GK,Celta Vigo,es La Liga,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,14,618,44,19.1,6.9,6,76,8,20,4,1.00,8,9,-1,-0.15,+0.13,6.5,9.2,-2.7,-0.39,-0.49,Matches
Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,18,"1,580",88,48.8,17.6,18,88,0,,1,0.94,23,40,-17,-0.97,-0.10,26.1,37.8,-11.7,-0.67,+0.34,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,4,102,26,3.3,1.1,1,55,3,16,9,1.25,0,2,-2,-1.76,-1.19,0.6,1.7,-1.1,-0.98,-0.62,Matches
Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,15,609,41,24.2,6.8,6,66,9,23,4,1.33,5,5,0,0.00,-0.24,7.8,6.3,+1.5,+0.22,+0.18,Matches
Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,30,"1,674",56,51.7,18.6,20,75,10,18,4,0.70,19,43,-24,-1.29,-0.26,21.9,37.2,-15.3,-0.82,+0.08,Matches
Antonio Donnarumma,it ITA,GK,Milan,it Serie A,29,1990,0,,,0.0,0.0,0,,0,,34,0.00,1,2,-1,,,,,,,,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,34,"3,021",89,93.2,33.6,34,89,0,,0,1.68,52,41,+11,+0.33,+0.33,52.5,40.1,+12.4,+0.37,+1.03,Matches
Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,24,"2,087",87,82.8,23.2,23,89,1,31,1,1.88,30,21,+9,+0.39,+0.60,34.6,25.0,+9.5,+0.41,+0.45,Matches
Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,26,"1,751",67,69.5,19.5,20,80,6,26,0,0.50,16,36,-20,-1.03,+0.84,22.6,27.9,-5.3,-0.27,+0.60,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,"1,475",61,48.2,16.4,16,81,8,23,0,1.50,31,26,+5,+0.31,+0.65,27.8,25.6,+2.3,+0.14,+0.12,Matches
Lucas Douath,fr FRA,DF,Saint-Étienne,fr Ligue 1,15,2003,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,37,"3,156",85,92.3,35.1,36,86,1,45,0,0.89,33,61,-28,-0.80,-0.80,42.6,53.5,-10.9,-0.31,+0.29,Matches
Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,2,2,1,0.1,0.0,0,,2,1,6,3.00,0,0,0,0.00,-0.77,0.4,0.0,+0.4,+16.02,+15.31,Matches
Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,26,"1,718",66,68.2,19.1,22,75,4,15,0,1.50,16,14,+2,+0.10,-0.23,19.8,17.6,+2.1,+0.11,+0.11,Matches
Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,450,90,17.9,5.0,5,90,0,,1,1.80,4,2,+2,+0.40,+0.70,4.1,5.3,-1.2,-0.25,-0.25,Matches
Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,90,90,3.6,1.0,1,90,0,,1,3.00,1,0,+1,+1.00,+0.52,1.3,0.5,+0.8,+0.82,+0.58,Matches
Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,1,16,16,0.5,0.2,0,,1,16,5,3.00,1,0,+1,+5.63,+3.88,0.7,0.1,+0.6,+3.44,+1.92,Matches
Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,"1,455",81,47.5,16.2,16,85,2,47,15,0.33,17,42,-25,-1.55,-0.87,17.2,34.3,-17.1,-1.06,-0.45,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,"1,029",69,33.6,11.4,10,85,5,35,17,1.87,19,17,+2,+0.17,-0.49,19.3,16.5,+2.8,+0.25,-0.12,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,"2,790",90,86.1,31.0,31,90,0,,1,1.06,36,43,-7,-0.23,-1.03,42.1,40.6,+1.5,+0.05,-0.16,Matches
Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,686,62,28.2,7.6,7,83,4,26,6,2.27,20,10,+10,+1.31,-0.80,17.7,7.3,+10.3,+1.36,-0.65,Matches
Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,27,"1,587",59,51.9,17.6,18,78,9,21,4,1.04,19,40,-21,-1.19,-1.37,23.2,29.5,-6.3,-0.36,-0.43,Matches
Matthieu Dreyer,fr FRA,GK,Amiens,fr Ligue 1,30,1989,0,,,,,0,,0,,28,,,,,,,,,,,,Matches
Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,4,259,65,7.6,2.9,4,65,0,,3,1.00,2,9,-7,-2.43,-1.89,2.4,6.0,-3.5,-1.22,-0.58,Matches
Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,1,58,58,1.7,0.6,1,58,0,,8,0.00,0,2,-2,-3.10,-2.97,0.1,1.5,-1.4,-2.12,-2.04,Matches
Anthony Driscoll-Glennon,eng ENG,DF,Burnley,eng Premier League,19,1999,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
Josip Drmić,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,21,647,31,18.9,7.2,5,73,16,18,4,0.43,1,11,-10,-1.39,-0.13,7.2,11.7,-4.6,-0.63,-0.03,Matches
Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,36,"3,087",86,90.3,34.3,34,89,2,39,1,1.47,46,40,+6,+0.17,-0.10,35.7,37.3,-1.5,-0.04,-0.54,Matches
Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,5,393,79,12.1,4.4,4,90,1,33,8,1.20,5,6,-1,-0.23,-0.61,4.8,6.1,-1.4,-0.31,-0.70,Matches
Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,8,485,61,14.2,5.4,5,85,3,20,18,1.50,6,13,-7,-1.30,-1.33,6.4,11.8,-5.5,-1.01,-0.60,Matches
Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,31,"2,663",86,77.9,29.6,30,88,1,29,1,1.13,32,37,-5,-0.17,+2.21,33.4,36.1,-2.7,-0.09,+1.48,Matches
Augustas Dubickas,lt LTU,MF,Lecce,it Serie A,18,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,1,3,3,0.1,0.0,0,,1,3,14,1.00,1,0,+1,+30.00,+30.95,0.7,0.0,+0.7,+20.54,+21.40,Matches
Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,"1,346",84,53.4,15.0,15,89,1,17,0,1.63,24,13,+11,+0.74,+0.43,19.7,14.5,+5.2,+0.35,-0.07,Matches
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,"3,420",90,100.0,38.0,38,90,0,,0,1.16,38,58,-20,-0.53,,34.0,58.7,-24.7,-0.65,,Matches
Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,10,724,72,21.2,8.0,9,79,1,11,3,0.70,3,9,-6,-0.75,+0.69,9.0,11.9,-2.9,-0.36,+0.31,Matches
Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,7,447,64,14.6,5.0,6,67,1,45,6,0.71,6,8,-2,-0.40,-0.09,6.6,8.2,-1.7,-0.33,0.00,Matches
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,19,"1,238",65,36.2,13.8,12,90,7,23,13,1.16,13,18,-5,-0.36,+0.05,13.7,18.4,-4.7,-0.34,-0.02,Matches
Unai Dufur,es ESP,DF,Eibar,es La Liga,20,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,14,520,37,20.6,5.8,5,70,9,19,3,0.71,9,11,-2,-0.35,+0.24,6.6,9.3,-2.7,-0.46,+0.03,Matches
Taylan Duman,de GER,MF,Dortmund,de Bundesliga,22,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Luka Dumancic,hr CRO,DF,Lecce,it Serie A,20,1998,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,16,"1,228",77,35.9,13.6,14,82,2,38,3,1.38,14,20,-6,-0.44,+0.14,11.1,21.3,-10.2,-0.75,-0.15,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,11,762,69,23.5,8.5,9,79,2,25,1,1.55,14,5,+9,+1.06,+1.50,14.9,11.7,+3.2,+0.38,+0.40,Matches
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,13,843,65,26.0,9.4,10,80,3,15,5,1.08,19,20,-1,-0.11,-0.22,12.0,17.7,-5.7,-0.60,-0.46,Matches
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,36,"3,230",90,94.4,35.9,36,90,0,,0,1.14,38,50,-12,-0.33,+1.09,41.1,50.0,-8.9,-0.25,+1.46,Matches
Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,21,1997,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,9,511,57,16.7,5.7,6,80,3,10,20,0.56,5,8,-3,-0.53,-0.60,6.3,7.6,-1.3,-0.22,-0.36,Matches
Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,4,160,40,6.3,1.8,2,71,2,9,3,1.50,1,3,-2,-1.13,-1.32,1.0,3.0,-2.0,-1.11,-0.90,Matches
Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,12,378,32,11.1,4.2,4,70,8,12,5,1.25,3,8,-5,-1.19,-1.52,5.0,6.5,-1.6,-0.37,-0.39,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,14,"1,178",84,46.7,13.1,13,90,1,7,6,1.36,18,18,0,0.00,+0.20,17.2,16.7,+0.6,+0.04,+0.82,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,33,"2,155",65,66.5,23.9,25,77,8,28,2,2.39,51,22,+29,+1.21,+0.55,44.7,23.9,+20.8,+0.87,+0.35,Matches
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,34,"2,764",81,85.3,30.7,30,89,4,25,2,1.71,57,41,+16,+0.52,-0.80,60.1,41.4,+18.7,+0.61,0.00,Matches
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,14,698,50,21.5,7.8,8,76,6,15,4,1.29,13,18,-5,-0.64,-0.50,9.2,12.8,-3.6,-0.46,-0.59,Matches
Jake Eastwood,eng ENG,GK,Sheffield Utd,eng Premier League,22,1996,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,"2,520",90,100.0,28.0,28,90,0,,0,1.07,27,37,-10,-0.36,,29.7,43.4,-13.7,-0.49,,Matches
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,13,398,31,12.3,4.4,4,67,9,15,12,0.85,3,12,-9,-2.04,-1.66,4.8,7.3,-2.5,-0.56,-0.05,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,"3,071",88,89.8,34.1,35,88,0,,0,2.14,95,28,+67,+1.96,+1.96,89.5,32.3,+57.2,+1.68,+1.44,Matches
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,36,"3,187",89,93.2,35.4,36,89,0,,0,1.47,36,30,+6,+0.17,+2.49,40.6,43.0,-2.4,-0.07,+1.03,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,14,510,36,16.7,5.7,4,78,10,20,10,0.43,5,13,-8,-1.41,-0.74,9.3,8.6,+0.7,+0.13,+0.43,Matches
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,32,"2,855",89,93.3,31.7,32,89,0,,0,0.88,40,65,-25,-0.79,+0.09,38.7,46.5,-7.8,-0.25,-0.28,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,31,"2,329",75,76.1,25.9,29,78,2,27,1,1.06,36,46,-10,-0.39,+0.60,34.8,36.7,-2.0,-0.08,+0.30,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,32,"2,385",75,73.6,26.5,27,84,5,24,1,1.28,38,41,-3,-0.11,+1.04,34.5,33.6,+0.9,+0.03,+0.44,Matches
Chinedu Ekene,de GER,FW,Hoffenheim,de Bundesliga,20,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,2,8,4,0.2,0.1,0,,2,4,10,3.00,0,0,0,0.00,-1.37,0.2,0.0,+0.2,+2.34,+1.56,Matches
Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,33,1986,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,24,"1,037",43,32.0,11.5,11,76,13,15,11,2.08,24,14,+10,+0.87,+0.83,16.4,11.3,+5.1,+0.45,-0.21,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,1,1,1,0.0,0.0,0,,1,1,2,0.00,0,0,0,0.00,0.00,0.1,0.1,0.0,+3.47,+3.48,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,"1,031",57,30.1,11.5,11,81,7,19,14,0.89,11,28,-17,-1.48,-1.14,11.6,23.9,-12.2,-1.07,-0.54,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,"1,510",69,44.2,16.8,17,83,5,21,0,1.41,27,21,+6,+0.36,+0.26,22.2,16.3,+5.9,+0.35,+0.30,Matches
Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,32,"2,618",82,85.6,29.1,30,85,2,35,0,1.94,57,34,+23,+0.79,+0.18,59.5,37.5,+22.0,+0.76,+0.22,Matches
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,25,"2,121",85,62.0,23.6,24,87,1,45,5,1.00,18,31,-13,-0.55,+0.28,21.0,31.3,-10.2,-0.43,-0.03,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,18,"1,371",76,40.1,15.2,17,79,1,34,0,0.61,11,18,-7,-0.46,+0.59,13.3,18.0,-4.8,-0.31,-0.01,Matches
Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,28,"1,550",55,50.7,17.2,17,76,11,24,1,1.86,35,19,+16,+0.93,+0.33,35.3,20.9,+14.4,+0.83,+0.22,Matches
Emerson,br BRA,DF,Betis,es La Liga,20,1999,33,"2,839",86,83.0,31.5,32,88,1,21,1,1.12,39,49,-10,-0.32,-0.01,37.5,41.8,-4.3,-0.14,-0.47,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,6,292,49,11.6,3.2,3,71,3,26,0,0.67,5,3,+2,+0.62,+0.82,3.3,4.0,-0.6,-0.20,+0.02,Matches
