player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_touches_touches,header_touches_touches_def_pen_area,header_touches_touches_def_3rd,header_touches_touches_mid_3rd,header_touches_touches_att_3rd,header_touches_touches_att_pen_area,header_touches_touches_live_ball,header_dribbles_dribbles_completed,header_dribbles_dribbles,header_dribbles_dribbles_completed_pct,header_dribbles_players_dribbled_past,header_dribbles_nutmegs,header_carries_carries,header_carries_carry_distance,header_carries_carry_progressive_distance,header_receiving_pass_targets,header_receiving_passes_received,header_receiving_passes_received_pct,miscontrols,dispossessed,matches
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,772,9,75,401,360,85,748,21,59,35.6,25,5,591,3478,2135,862,611,70.9,40,18,Matches
Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,1505,64,425,704,458,21,1231,25,36,69.4,25,1,832,4507,2325,810,753,93.0,16,12,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,1264,22,162,507,692,85,1143,55,106,51.9,56,3,888,6864,4076,1186,861,72.6,51,46,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,1000,17,100,490,474,41,894,15,21,71.4,15,1,656,3376,2015,849,737,86.8,23,16,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,944,72,278,567,152,10,932,15,27,55.6,16,0,628,3838,1696,624,575,92.1,20,24,Matches
Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,66,1,6,28,39,6,59,2,5,40.0,3,0,49,359,219,62,47,75.8,3,4,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,336,21,115,213,20,0,335,3,4,75.0,3,0,161,655,272,159,146,91.8,0,1,Matches
Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,,,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,1258,1098,1249,10,0,0,792,0,0,,0,0,447,2266,1604,347,345,99.4,0,1,Matches
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,164,160,164,1,0,0,111,0,0,,0,0,78,378,197,69,69,100.0,0,0,Matches
Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,941,37,90,495,405,79,914,33,58,56.9,37,2,555,3319,1471,1051,660,62.8,69,39,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,1561,274,1005,467,161,21,1433,11,14,78.6,11,0,820,3800,1841,865,838,96.9,6,11,Matches
Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,192,4,16,103,92,31,187,8,13,61.5,8,0,135,1050,413,263,150,57.0,21,12,Matches
Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,947,74,330,598,54,10,915,8,10,80.0,9,0,510,2249,878,566,542,95.8,5,4,Matches
Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,2435,241,972,1525,113,21,2381,12,14,85.7,12,2,1751,11286,7387,1884,1854,98.4,6,7,Matches
Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,1866,150,658,1116,190,32,1816,16,22,72.7,18,1,1121,5337,2498,1197,1132,94.6,22,11,Matches
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,541,14,87,253,244,36,519,13,40,32.5,15,0,367,2451,1371,521,347,66.6,25,30,Matches
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,548,68,291,268,20,4,512,7,9,77.8,7,0,303,1783,878,280,274,97.9,3,5,Matches
Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,172,4,11,83,81,25,164,3,5,60.0,3,0,80,349,163,308,116,37.7,17,8,Matches
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,882,14,157,575,205,13,849,22,33,66.7,22,1,667,3886,2101,693,623,89.9,14,30,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,379,12,64,195,142,23,374,6,11,54.5,9,1,205,1030,477,325,222,68.3,17,17,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,352,11,41,156,171,47,336,4,11,36.4,5,1,206,887,418,465,242,52.0,27,19,Matches
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,1573,21,116,741,810,230,1543,59,97,60.8,64,2,1168,6487,3586,1818,1218,67.0,64,59,Matches
Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,948,26,233,501,293,32,858,11,20,55.0,12,2,693,3417,2076,737,696,94.4,6,9,Matches
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,1406,36,211,621,659,54,1277,43,62,69.4,48,3,892,4839,2790,1004,870,86.7,30,22,Matches
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,475,436,473,3,0,0,345,2,2,100.0,2,0,244,1387,592,219,219,100.0,0,0,Matches
Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,365,3,27,177,188,40,344,14,24,58.3,15,0,261,1814,581,480,269,56.0,21,18,Matches
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,780,40,224,412,208,28,703,2,11,18.2,4,1,480,3065,1915,558,510,91.4,5,5,Matches
Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,552,32,188,264,127,16,477,7,10,70.0,7,1,317,1459,804,371,341,91.9,9,3,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,628,3,48,262,356,72,616,24,31,77.4,25,0,482,2650,1497,591,516,87.3,10,23,Matches
Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,938,88,472,453,57,6,922,5,6,83.3,5,1,582,2429,1241,570,557,97.7,1,5,Matches
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,23.9,1264,26,245,721,436,68,1255,75,104,72.1,76,0,1041,7426,3946,1110,953,85.9,27,37,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,822,104,484,359,42,12,786,6,8,75.0,6,0,495,3894,2146,485,472,97.3,5,6,Matches
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,579,8,120,355,158,19,578,11,20,55.0,12,2,405,2465,1497,457,404,88.4,21,16,Matches
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,449,20,121,295,71,8,444,11,19,57.9,13,1,318,2133,1319,341,310,90.9,9,11,Matches
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,1558,89,569,735,374,29,1264,15,28,53.6,16,0,849,5792,3607,934,829,88.8,13,14,Matches
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,636,31,151,348,177,22,630,19,32,59.4,23,0,363,2148,1069,410,314,76.6,26,20,Matches
José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,1663,127,741,970,67,33,1612,5,6,83.3,6,0,1113,5527,2857,1167,1148,98.4,3,4,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,1149,14,170,542,512,51,1113,20,39,51.3,22,3,798,4337,2307,1055,786,74.5,22,38,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,675,7,67,378,286,40,642,26,31,83.9,27,1,535,3287,1721,655,514,78.5,23,20,Matches
Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,276,13,66,98,141,31,269,11,29,37.9,15,0,209,1917,1335,277,189,68.2,14,10,Matches
Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,1309,1057,1277,35,1,1,845,3,3,100.0,3,0,534,3603,2217,397,396,99.7,0,0,Matches
Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,24,1,2,10,13,1,21,1,2,50.0,1,0,15,101,52,22,16,72.7,4,1,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,84,2,20,49,20,3,77,1,1,100.0,1,0,50,229,123,67,57,85.1,2,1,Matches
Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,20,3,7,9,6,0,19,2,2,100.0,2,0,12,109,71,13,9,69.2,1,1,Matches
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,551,39,172,296,132,6,453,12,23,52.2,14,0,285,2153,1500,294,244,83.0,11,12,Matches
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,77,7,31,42,10,0,69,1,3,33.3,1,0,44,214,122,46,42,91.3,1,2,Matches
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,678,44,249,308,142,5,529,6,11,54.5,7,0,271,1659,935,308,255,82.8,15,10,Matches
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,695,113,401,245,73,10,655,4,7,57.1,4,0,366,1861,747,410,382,93.2,1,2,Matches
Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,171,5,45,91,47,11,161,1,1,100.0,1,0,99,598,331,125,99,79.2,4,4,Matches
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,1135,29,200,431,613,69,1014,10,23,43.5,12,0,799,5673,3499,1001,786,78.5,32,21,Matches
Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,2035,69,480,1216,487,23,1943,40,52,76.9,43,4,1482,7763,3976,1478,1393,94.2,28,40,Matches
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,1382,91,440,605,418,32,1174,13,29,44.8,13,0,727,4334,2684,800,721,90.1,20,16,Matches
Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,3,0,0,0,3,0,3,0,0,,0,0,1,1,0,4,2,50.0,1,0,Matches
Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,204,7,29,77,117,9,197,7,8,87.5,7,0,146,1043,585,157,124,79.0,4,13,Matches
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,24.3,1803,50,341,1075,522,45,1716,21,36,58.3,25,2,1259,7405,3815,1323,1241,93.8,23,20,Matches
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,1583,109,552,769,343,14,1326,13,18,72.2,13,0,908,4281,2195,928,870,93.8,18,20,Matches
Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,1533,165,868,695,89,35,1498,12,18,66.7,13,0,884,5444,2894,898,861,95.9,14,12,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,128,9,61,59,14,1,127,1,2,50.0,1,0,67,262,122,86,80,93.0,4,1,Matches
Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,29,0,8,13,11,3,28,0,1,0.0,0,0,15,81,45,21,16,76.2,2,2,Matches
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,735,29,275,377,111,2,647,4,7,57.1,4,1,438,1859,851,482,465,96.5,5,1,Matches
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,1196,11,187,635,474,53,1126,61,80,76.3,62,12,947,5882,3438,1014,873,86.1,39,42,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,174,6,12,77,95,32,165,5,9,55.6,5,0,97,523,242,235,137,58.3,10,5,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,310,34,168,159,8,4,303,1,1,100.0,1,0,215,1537,844,212,208,98.1,2,1,Matches
Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,5.6,366,57,197,177,14,5,359,0,0,,0,0,235,1318,644,244,243,99.6,1,2,Matches
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.4,801,17,68,322,449,90,723,22,39,56.4,25,1,500,2837,1304,943,560,59.4,34,28,Matches
Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,31.3,1066,993,1062,5,0,0,671,0,0,,0,0,386,2013,1249,285,285,100.0,0,0,Matches
Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,354,68,222,147,6,4,345,3,3,100.0,3,0,220,1206,583,219,213,97.3,0,1,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,528,5,76,302,190,30,509,19,36,52.8,21,6,343,2276,1204,486,332,68.3,21,15,Matches
Luca Gagliano,it ITA,"FW,MF",Cagliari,it Serie A,19,2000,0.1,4,0,0,2,3,1,3,0,0,,0,0,1,3,0,4,2,50.0,0,0,Matches
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,1118,47,213,630,358,67,1100,8,14,57.1,9,1,720,4714,2799,903,805,89.1,17,21,Matches
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.0,1577,151,607,737,309,43,1370,14,21,66.7,14,1,858,4553,2906,922,879,95.3,15,10,Matches
Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,39,2,5,19,18,4,36,2,3,66.7,2,0,22,109,49,24,20,83.3,2,1,Matches
Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,325,3,39,176,137,14,295,7,14,50.0,7,1,240,1489,780,248,217,87.5,9,12,Matches
Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,380,10,24,184,182,52,366,6,13,46.2,7,1,155,557,207,563,286,50.8,37,9,Matches
Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,80,2,10,37,36,11,78,2,4,50.0,2,0,39,172,44,120,55,45.8,10,3,Matches
Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,597,7,50,288,300,91,555,22,31,71.0,23,0,444,2939,1384,680,427,62.8,47,32,Matches
Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,1104,99,352,488,334,18,927,16,22,72.7,18,2,585,3554,2090,628,541,86.1,23,14,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,1807,40,317,1241,357,23,1793,23,35,65.7,23,3,1345,6649,3335,1483,1423,96.0,13,20,Matches
Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,521,13,69,246,247,46,509,23,53,43.4,29,2,407,2701,1738,581,399,68.7,35,17,Matches
Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,997,175,589,453,36,12,976,0,0,,0,0,631,4263,2239,720,710,98.6,2,1,Matches
Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,1782,84,465,1248,144,12,1746,9,11,81.8,9,1,995,4174,1866,1066,1014,95.1,10,19,Matches
David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,1540,156,720,848,46,27,1485,2,3,66.7,2,0,635,3184,1597,720,697,96.8,4,2,Matches
Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,785,61,325,489,18,3,778,7,7,100.0,7,0,611,2664,1456,645,637,98.8,1,1,Matches
Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,239,17,71,163,15,6,229,1,2,50.0,1,0,133,707,275,168,159,94.6,4,3,Matches
Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,961,57,203,654,134,28,951,10,15,66.7,12,0,514,2144,734,655,532,81.2,20,25,Matches
Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,30,1989,11.2,588,28,170,299,149,8,462,3,8,37.5,3,0,274,1686,976,312,273,87.5,8,4,Matches
Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,2.7,174,9,46,84,58,0,137,4,5,80.0,4,0,88,598,330,84,78,92.9,2,2,Matches
Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,33,1986,31.9,1366,51,177,702,549,106,1344,8,16,50.0,9,2,601,2981,1530,1409,925,65.6,68,29,Matches
Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,26,1993,24.3,1354,23,163,651,609,60,1200,31,44,70.5,31,3,842,4400,2369,1189,886,74.5,67,46,Matches
Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,281,37,131,140,25,4,248,3,4,75.0,3,0,115,779,426,117,111,94.9,4,0,Matches
Víctor García,es ESP,"FW,MF",Valladolid,es La Liga,22,1997,1.0,42,0,10,22,14,2,42,3,5,60.0,3,0,31,276,132,38,28,73.7,0,0,Matches
James Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,17,1,1,12,4,0,17,0,0,,0,0,11,21,5,14,14,100.0,0,0,Matches
Manuel Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,42,1,1,18,24,3,40,2,3,66.7,2,0,22,115,60,64,34,53.1,5,1,Matches
Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,1325,83,425,656,299,39,1103,3,10,30.0,4,0,663,2579,1428,832,733,88.1,15,6,Matches
Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,2.8,136,28,81,59,4,2,128,1,1,100.0,1,0,70,511,318,73,71,97.3,1,0,Matches
Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,243,8,27,123,104,37,227,4,5,80.0,4,0,115,645,287,302,161,53.3,18,11,Matches
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,553,505,553,0,0,0,391,0,0,,0,0,239,909,496,231,229,99.1,1,0,Matches
Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,85,8,20,57,14,0,83,1,1,100.0,1,0,57,337,142,56,54,96.4,0,5,Matches
Yann Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,93,2,6,47,50,7,92,7,10,70.0,8,0,80,604,380,112,69,61.6,9,10,Matches
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,997,927,997,0,0,0,658,0,0,,0,0,420,1853,878,373,372,99.7,0,0,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,1631,121,512,868,341,44,1406,7,19,36.8,9,0,915,4471,2285,1086,980,90.2,22,15,Matches
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,724,15,118,422,230,13,646,7,10,70.0,8,0,490,2516,1146,610,495,81.1,22,18,Matches
Jérémy Gélin,fr FRA,"DF,MF",Rennes,fr Ligue 1,22,1997,10.3,632,93,343,302,20,6,616,1,1,100.0,1,0,410,1720,782,438,432,98.6,4,1,Matches
Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,1371,76,294,781,355,53,1317,20,26,76.9,22,0,704,3522,1609,928,772,83.2,30,24,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,512,13,81,310,140,19,503,4,11,36.4,4,0,321,1706,851,361,312,86.4,10,10,Matches
Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,605,27,81,281,268,49,589,4,12,33.3,5,1,355,1517,584,624,415,66.5,20,22,Matches
Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,24.3,741,4,70,321,443,124,723,57,99,57.6,64,2,647,6470,4314,930,595,64.0,55,55,Matches
Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,eng Premier League,24,1995,22.8,843,29,121,311,487,73,798,35,56,62.5,37,3,592,4390,2628,912,606,66.4,37,41,Matches
Rachid Ghezzal,dz ALG,"MF,FW",Fiorentina,it Serie A,27,1992,8.6,568,15,88,298,220,26,538,16,31,51.6,16,4,424,2613,1284,472,421,89.2,17,15,Matches
Andrea Ghezzi,it ITA,"MF,FW",Brescia,it Serie A,,,0.4,17,0,4,7,7,2,16,0,1,0.0,0,0,11,64,28,12,11,91.7,1,1,Matches
Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,1128,58,316,482,382,29,987,25,52,48.1,33,4,745,3516,2306,818,711,86.9,23,19,Matches
Andrea Ghion,it ITA,"FW,MF",Sassuolo,it Serie A,19,2000,0.3,24,0,5,8,13,1,22,0,0,,0,0,15,129,81,18,16,88.9,0,0,Matches
Saman Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,129,2,21,62,55,6,115,3,5,60.0,3,0,79,351,242,109,80,73.4,7,4,Matches
Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,3.7,296,12,61,144,108,3,248,4,4,100.0,4,0,185,834,519,215,196,91.2,4,1,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,eng Premier League,19,2000,1.4,99,1,15,49,43,5,97,1,5,20.0,1,0,77,462,265,99,80,80.8,7,1,Matches
Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,1379,79,552,582,326,13,1130,8,15,53.3,8,1,717,4052,2117,810,738,91.1,27,11,Matches
Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,1464,1206,1456,7,2,2,1042,0,0,,0,0,723,4149,2644,653,649,99.4,1,0,Matches
José Antonio Martínez Gil,es ESP,DF,Granada,es La Liga,26,1993,13.2,622,60,319,305,28,11,577,3,3,100.0,3,1,317,1740,826,317,307,96.8,6,1,Matches
Billy Gilmour,sco SCO,MF,Chelsea,eng Premier League,18,2001,2.2,196,5,54,125,34,2,195,3,6,50.0,3,0,145,711,310,157,150,95.5,2,6,Matches
Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,8.5,294,6,25,138,142,37,281,5,13,38.5,7,0,163,652,316,385,220,57.1,23,15,Matches
Matthias Ginter,de GER,DF,M'gladbach,de Bundesliga,25,1994,30.9,2445,344,1493,1090,86,32,2379,6,8,75.0,6,0,1662,10415,6339,1818,1780,97.9,7,5,Matches
Andrei Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,24.2,1517,179,824,704,64,22,1481,4,7,57.1,5,0,852,4231,2273,908,887,97.7,4,0,Matches
Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,11.0,415,16,28,229,165,65,389,2,3,66.7,2,0,170,392,206,541,301,55.6,18,6,Matches
Klaus Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,25.3,1432,114,549,779,187,31,1413,26,31,83.9,28,1,888,4440,2158,954,867,90.9,17,21,Matches
Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23.0,1352,187,773,631,26,19,1323,0,0,,0,0,765,3678,2316,915,896,97.9,0,1,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,24,1995,24.4,1469,11,107,598,887,220,1434,64,107,59.8,69,2,1139,7754,4653,1524,1172,76.9,55,36,Matches
Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,14.2,786,125,454,352,35,17,769,1,2,50.0,1,0,484,3249,1790,521,509,97.7,6,2,Matches
Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,25,1993,12.6,874,42,204,581,144,12,844,6,7,85.7,6,0,622,3390,1567,635,585,92.1,13,27,Matches
Ben Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,29.4,1907,390,1246,725,68,11,1861,7,14,50.0,7,0,1247,7680,3897,1324,1305,98.6,4,7,Matches
Diego Godín,uy URU,DF,Inter,it Serie A,33,1986,16.7,1220,136,545,669,106,13,1188,10,11,90.9,11,0,841,5776,3621,870,849,97.6,8,5,Matches
Akaki Gogia,de GER,"MF,FW",Union Berlin,de Bundesliga,27,1992,1.3,67,1,10,28,33,3,63,6,9,66.7,6,0,50,246,137,71,45,63.4,5,3,Matches
Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,72,65,72,0,0,0,46,0,0,,0,0,29,129,71,23,23,100.0,0,0,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,7.4,458,71,231,226,33,7,431,1,1,100.0,1,0,278,1860,1084,290,272,93.8,2,4,Matches
Benjamin Goller,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,1999,3.2,138,1,22,58,69,13,134,13,24,54.2,15,2,117,746,441,135,94,69.6,7,13,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,31.0,1012,882,1010,2,0,0,746,0,0,,0,0,501,2717,1396,407,405,99.5,0,0,Matches
Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,1410,33,206,798,570,59,1286,54,76,71.1,56,1,1018,8434,4762,1067,922,86.4,33,22,Matches
André Gomes,pt POR,MF,Everton,eng Premier League,26,1993,16.2,991,34,235,664,158,10,965,26,35,74.3,26,2,756,3873,1719,763,710,93.1,15,26,Matches
Angel Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,0.2,15,0,0,11,8,1,15,0,0,,0,0,13,78,50,18,14,77.8,0,1,Matches
Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,29,1989,7.7,400,4,36,143,243,21,316,8,15,53.3,10,0,232,1121,540,314,235,74.8,14,20,Matches
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,22.3,2141,175,860,1343,67,4,2096,11,16,68.8,12,0,1564,8108,4139,1577,1565,99.2,10,2,Matches
Maxi Gómez,uy URU,FW,Valencia,es La Liga,22,1996,23.8,589,17,47,331,235,85,560,5,10,50.0,5,0,332,1522,731,819,440,53.7,46,22,Matches
Moi Gómez,es ESP,"FW,MF",Villarreal,es La Liga,25,1994,25.8,1404,39,235,661,598,72,1389,21,48,43.8,26,2,1040,6107,3017,1300,1070,82.3,37,33,Matches
Papu Gómez,ar ARG,"MF,FW",Atalanta,it Serie A,31,1988,29.7,2283,14,237,1172,1173,142,2070,69,112,61.6,74,10,1783,15301,9620,1998,1763,88.2,53,48,Matches
Sergi Gómez,es ESP,DF,Sevilla,es La Liga,27,1992,8.0,557,82,333,246,11,3,544,1,1,100.0,1,0,361,1716,818,411,405,98.5,0,0,Matches
Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,786,699,784,2,0,0,556,1,1,100.0,1,0,360,1590,985,291,291,100.0,0,0,Matches
Maxime Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,744,43,223,495,62,8,724,14,18,77.8,14,0,445,2687,934,424,393,92.7,11,9,Matches
Mathieu Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,3.5,169,22,104,79,1,0,168,1,1,100.0,1,0,117,845,500,107,107,100.0,0,0,Matches
Jérôme Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,1.3,64,5,14,37,16,1,63,4,5,80.0,4,1,40,166,75,41,34,82.9,4,3,Matches
Álvaro González,es ESP,DF,Marseille,fr Ligue 1,29,1990,18.1,1013,104,532,524,28,15,994,1,2,50.0,1,0,645,3953,2089,723,714,98.8,0,0,Matches
Bruno González,es ESP,DF,Getafe,es La Liga,29,1990,2.0,75,6,27,45,5,1,71,0,0,,0,0,34,281,112,41,38,92.7,1,0,Matches
