player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_standard_goals,header_standard_pens_made,header_standard_pens_att,header_standard_shots_total,header_standard_shots_on_target,header_standard_shots_free_kicks,header_standard_shots_on_target_pct,header_standard_shots_total_per90,header_standard_shots_on_target_per90,header_standard_goals_per_shot,header_standard_goals_per_shot_on_target,header_expected_xg,header_expected_npxg,header_expected_npxg_per_shot,header_expected_xg_net,header_expected_npxg_net,matches
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,3,0,0,9,5,1,55.6,2.41,1.34,0.33,0.60,1.7,1.7,0.19,+1.3,+1.3,Matches
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,14,5,7,78,31,11,39.7,2.15,0.86,0.12,0.29,13.8,8.5,0.11,+0.2,+0.5,Matches
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,2,0,0,11,6,0,54.5,1.86,1.02,0.18,0.33,1.7,1.7,0.15,+0.3,+0.3,Matches
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,0,0,0,1,0,0,0.0,3.00,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,0,0,0,5,1,0,20.0,0.60,0.12,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,1,0,0,19,9,0,47.4,1.70,0.81,0.05,0.11,1.7,1.7,0.09,-0.7,-0.7,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,22,2,2,90,40,2,44.4,2.58,1.15,0.22,0.50,16.4,14.8,0.16,+5.6,+5.2,Matches
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,10.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,0,0,0,7,3,0,42.9,2.37,1.02,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,Matches
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,0,0,0,5,0,2,0.0,0.49,0.00,0.00,,0.2,0.2,0.05,-0.2,-0.2,Matches
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,1,0,0,13,4,0,30.8,0.43,0.13,0.08,0.25,0.5,0.5,0.04,+0.5,+0.5,Matches
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,2,0,0,27,9,0,33.3,1.99,0.66,0.07,0.22,2.0,2.0,0.07,0.0,0.0,Matches
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,9,0,0,68,27,0,39.7,3.85,1.53,0.13,0.33,7.0,7.0,0.10,+2.0,+2.0,Matches
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,1,0,0,5,2,0,40.0,2.45,0.98,0.20,0.50,0.5,0.5,0.09,+0.5,+0.5,Matches
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,0,0,0,10,0,0,0.0,0.45,0.00,0.00,,0.7,0.7,0.07,-0.7,-0.7,Matches
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,1,0,0,13,3,0,23.1,2.42,0.56,0.08,0.33,2.1,2.1,0.16,-1.1,-1.1,Matches
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,13.6,0,0,0,25,7,0,28.0,1.84,0.51,0.00,0.00,3.1,3.1,0.13,-3.1,-3.1,Matches
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,9,0,0,56,24,0,42.9,1.60,0.69,0.16,0.38,6.5,6.5,0.12,+2.5,+2.5,Matches
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,2,0,0,28,4,7,14.3,0.92,0.13,0.07,0.50,2.5,2.5,0.09,-0.5,-0.5,Matches
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,2,0,0,19,3,0,15.8,1.26,0.20,0.11,0.67,1.9,1.9,0.10,+0.1,+0.1,Matches
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2,0,0,29,6,0,20.7,0.81,0.17,0.07,0.33,2.8,2.8,0.10,-0.8,-0.8,Matches
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,0,0,0,2,0,0,0.0,0.22,0.00,0.00,,0.1,0.1,0.07,-0.1,-0.1,Matches
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,0,0,0,15,2,0,13.3,0.47,0.06,0.00,0.00,1.0,1.0,0.06,-1.0,-1.0,Matches
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,3,0,2,47,16,0,34.0,2.97,1.01,0.06,0.19,6.1,4.4,0.09,-3.1,-1.4,Matches
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,2,0,0,17,6,0,35.3,2.22,0.78,0.12,0.33,3.2,3.2,0.19,-1.2,-1.2,Matches
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,1,0,0,16,2,0,12.5,0.91,0.11,0.06,0.50,1.3,1.3,0.08,-0.3,-0.3,Matches
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,0,0,1,0,0,0.0,10.00,0.00,0.00,,0.0,0.0,0.05,0.0,0.0,Matches
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,4,1,1,20,9,0,45.0,1.98,0.89,0.15,0.33,2.9,2.1,0.11,+1.1,+0.9,Matches
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,1,0,0,16,2,0,12.5,0.74,0.09,0.06,0.50,0.5,0.5,0.03,+0.5,+0.5,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,5,0,0,31,11,1,35.5,2.56,0.91,0.16,0.45,4.0,4.0,0.13,+1.0,+1.0,Matches
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,1,0,0,3,1,0,33.3,0.21,0.07,0.33,1.00,0.6,0.6,0.20,+0.4,+0.4,Matches
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0,0,0,1,0,1,0.0,0.22,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,1,0,0,24,8,0,33.3,1.26,0.42,0.04,0.13,2.0,2.0,0.08,-1.0,-1.0,Matches
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,0,0,0,12,5,2,41.7,1.98,0.83,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,1,0,0,22,6,0,27.3,0.84,0.23,0.05,0.17,1.2,1.2,0.05,-0.2,-0.2,Matches
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,1,0,0,10,4,0,40.0,0.76,0.31,0.10,0.25,1.7,1.7,0.17,-0.7,-0.7,Matches
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,4,0,0,28,13,0,46.4,2.94,1.36,0.14,0.31,4.3,4.3,0.15,-0.3,-0.3,Matches
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,2,0,0,13,5,0,38.5,0.34,0.13,0.15,0.40,0.9,0.9,0.07,+1.1,+1.1,Matches
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,2,0,0,34,13,3,38.2,2.81,1.07,0.06,0.15,3.7,3.7,0.11,-1.7,-1.7,Matches
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,0,0,0,3,0,0,0.0,0.48,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,0,0,0,5,2,0,40.0,0.27,0.11,0.00,0.00,0.6,0.6,0.12,-0.6,-0.6,Matches
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,0,0,0,7,3,0,42.9,1.57,0.67,0.00,0.00,0.2,0.2,0.02,-0.2,-0.2,Matches
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,5,0,0,71,24,16,33.8,4.55,1.54,0.07,0.21,7.1,7.1,0.10,-2.1,-2.1,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0,0,0,1,0,0,0.0,0.16,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,1,1,3,44,23,0,52.3,2.04,1.07,0.00,0.00,5.1,2.8,0.06,-4.1,-2.8,Matches
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,3,2,2,38,8,4,21.1,1.38,0.29,0.03,0.13,3.0,1.5,0.04,0.0,-0.5,Matches
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,4,0,0,17,7,0,41.2,0.69,0.29,0.24,0.57,3.5,3.5,0.21,+0.5,+0.5,Matches
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,0,0,0,4,2,0,50.0,1.86,0.93,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,13.2,1,0,0,30,11,0,36.7,2.27,0.83,0.03,0.09,2.3,2.3,0.08,-1.3,-1.3,Matches
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,0,0,0,1,1,0,100.0,0.20,0.20,0.00,0.00,0.0,0.0,0.04,0.0,0.0,Matches
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,0,0,0,5,1,2,20.0,0.40,0.08,0.00,0.00,0.4,0.4,0.08,-0.4,-0.4,Matches
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,7,0,0,56,18,11,32.1,2.38,0.77,0.13,0.39,4.6,4.6,0.08,+2.4,+2.4,Matches
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,0,0,0,12,5,0,41.7,0.57,0.24,0.00,0.00,0.3,0.3,0.02,-0.3,-0.3,Matches
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,20.4,1,0,0,22,5,0,22.7,1.08,0.25,0.05,0.20,1.6,1.6,0.07,-0.6,-0.6,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0,0,0,5,0,0,0.0,0.77,0.00,0.00,,0.2,0.2,0.04,-0.2,-0.2,Matches
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,16.8,1,0,0,16,3,0,18.8,0.95,0.18,0.06,0.33,1.3,1.3,0.08,-0.3,-0.3,Matches
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,0,0,0,6,3,0,50.0,1.73,0.86,0.00,0.00,0.5,0.5,0.09,-0.5,-0.5,Matches
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,1,0,0,40,12,4,30.0,3.26,0.98,0.03,0.08,2.3,2.3,0.06,-1.3,-1.3,Matches
Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,6,1,1,39,11,0,28.2,2.60,0.73,0.13,0.45,5.4,4.6,0.12,+0.6,+0.4,Matches
Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,6,0,0,61,27,0,44.3,2.64,1.17,0.10,0.22,8.2,8.2,0.14,-2.2,-2.2,Matches
Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,0,0,0,2,0,0,0.0,0.28,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,11.4,0,0,0,6,3,0,50.0,0.53,0.26,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,0,0,0,7,1,0,14.3,0.67,0.10,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,Matches
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,0,0,0,15,5,0,33.3,3.05,1.02,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,Matches
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,0,0,0,1,1,0,100.0,1.00,1.00,0.00,0.00,0.0,0.0,0.04,0.0,0.0,Matches
Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,20,1998,13.5,9,1,1,59,17,4,28.8,4.36,1.26,0.14,0.47,5.7,5.0,0.08,+3.3,+3.0,Matches
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,0,0,1,10,4,0,40.0,4.74,1.89,0.00,0.00,1.9,1.1,0.11,-1.9,-1.1,Matches
Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,0,0,0,7,3,0,42.9,1.85,0.79,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,Matches
Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,3,0,0,21,5,0,23.8,0.75,0.18,0.14,0.60,1.8,1.8,0.08,+1.2,+1.2,Matches
Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,0,0,0,7,3,1,42.9,0.49,0.21,0.00,0.00,0.7,0.7,0.10,-0.7,-0.7,Matches
Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,0,0,0,6,0,0,0.0,0.17,0.00,0.00,,0.6,0.6,0.09,-0.6,-0.6,Matches
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,1,0,0,17,4,4,23.5,1.54,0.36,0.06,0.25,0.9,0.9,0.06,+0.1,+0.1,Matches
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0,0,0,1,0,0,0.0,0.22,0.00,0.00,,0.0,0.0,0.04,0.0,0.0,Matches
Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,0,0,0,6,2,0,33.3,1.52,0.51,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,0,0,0,16,5,0,31.3,1.36,0.43,0.00,0.00,1.1,1.1,0.07,-1.1,-1.1,Matches
Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,19.5,2,0,0,7,3,0,42.9,0.36,0.15,0.29,0.67,1.0,1.0,0.14,+1.0,+1.0,Matches
Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.1,1,0,0,7,2,0,28.6,0.86,0.25,0.14,0.50,0.9,0.9,0.13,+0.1,+0.1,Matches
Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,1,0,0,15,2,0,13.3,5.65,0.75,0.07,0.50,2.2,2.2,0.15,-1.2,-1.2,Matches
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,3,0,1,20,6,3,30.0,1.29,0.39,0.15,0.50,1.7,1.0,0.05,+1.3,+2.0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,2,0,0,17,5,0,29.4,0.85,0.25,0.12,0.40,1.6,1.6,0.09,+0.4,+0.4,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,7,0,0,56,23,0,41.1,3.38,1.39,0.13,0.30,8.5,8.5,0.15,-1.5,-1.5,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,1,0,0,4,3,0,75.0,0.94,0.71,0.25,0.33,0.5,0.5,0.11,+0.5,+0.5,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,6,0,0,35,16,0,45.7,1.50,0.69,0.17,0.38,4.1,4.1,0.12,+1.9,+1.9,Matches
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,23.6,1,0,0,7,2,0,28.6,0.30,0.08,0.14,0.50,0.5,0.5,0.06,+0.5,+0.5,Matches
Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,0,0,0,7,4,0,57.1,1.17,0.67,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,0,0,0,5,1,0,20.0,1.34,0.27,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,1,0,0,7,1,0,14.3,0.21,0.03,0.14,1.00,1.1,1.1,0.15,-0.1,-0.1,Matches
Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,11.0,0,0,0,5,1,0,20.0,0.46,0.09,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,Matches
Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,0,0,0,6,3,0,50.0,4.95,2.48,0.00,0.00,1.5,1.5,0.25,-1.5,-1.5,Matches
Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0,0,0,3,0,0,0.0,0.47,0.00,0.00,,0.1,0.1,0.02,-0.1,-0.1,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,0,0,0,10,2,0,20.0,3.35,0.67,0.00,0.00,1.3,1.3,0.13,-1.3,-1.3,Matches
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,0,0,0,7,3,0,42.9,0.35,0.15,0.00,0.00,0.6,0.6,0.09,-0.6,-0.6,Matches
Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,0,0,2,0,0,0.0,10.00,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,4,0,0,55,25,0,45.5,3.48,1.58,0.07,0.16,5.9,5.9,0.11,-1.9,-1.9,Matches
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,0,0,0,18,5,0,27.8,1.08,0.30,0.00,0.00,1.0,1.0,0.06,-1.0,-1.0,Matches
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,1,0,0,7,2,0,28.6,0.54,0.16,0.14,0.50,0.4,0.4,0.06,+0.6,+0.6,Matches
Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,32.2,16,7,8,93,32,3,34.4,2.88,0.99,0.10,0.28,17.0,11.1,0.12,-1.0,-2.1,Matches
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,1,0,0,14,4,0,28.6,0.69,0.20,0.07,0.25,1.3,1.3,0.09,-0.3,-0.3,Matches
Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,0,0,0,2,0,0,0.0,1.13,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,18,3,3,63,34,7,54.0,2.62,1.41,0.24,0.44,13.5,11.2,0.19,+4.5,+3.8,Matches
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,1,0,0,21,4,0,19.0,1.93,0.37,0.05,0.25,1.1,1.1,0.05,-0.1,-0.1,Matches
Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,0,0,0,5,3,0,60.0,1.29,0.77,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,2,0,0,15,2,0,13.3,0.98,0.13,0.13,1.00,0.8,0.8,0.06,+1.2,+1.2,Matches
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,2,0,0,18,4,0,22.2,0.59,0.13,0.11,0.50,1.4,1.4,0.08,+0.6,+0.6,Matches
Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,11,0,1,60,27,3,45.0,2.57,1.16,0.18,0.41,10.1,9.3,0.16,+0.9,+1.7,Matches
László Bénes,sk SVK,MF,M'gladbach,de Bundesliga,21,1997,10.0,0,0,0,21,6,6,28.6,2.10,0.60,0.00,0.00,1.0,1.0,0.05,-1.0,-1.0,Matches
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,1,0,0,11,2,0,18.2,0.52,0.09,0.09,0.50,0.8,0.8,0.07,+0.2,+0.2,Matches
Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2001,1.5,0,0,0,1,0,0,0.0,0.68,0.00,0.00,,0.4,0.4,0.45,-0.4,-0.4,Matches
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,25.9,1,0,0,14,1,1,7.1,0.54,0.04,0.07,1.00,1.0,1.0,0.07,0.0,0.0,Matches
Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Keanen Bennetts,eng ENG,MF,M'gladbach,de Bundesliga,20,1999,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1999,1.9,0,0,0,3,0,2,0.0,1.61,0.00,0.00,,0.3,0.3,0.09,-0.3,-0.3,Matches
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,1999,8.5,2,0,0,23,10,5,43.5,2.72,1.18,0.09,0.20,2.1,2.1,0.10,-0.1,-0.1,Matches
Ramy Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24,1995,16.1,5,2,2,20,7,2,35.0,1.24,0.44,0.15,0.43,3.7,2.2,0.11,+1.3,+0.8,Matches
Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,0,0,0,4,0,0,0.0,0.48,0.00,0.00,,0.1,0.1,0.02,-0.1,-0.1,Matches
Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,23.6,0,0,0,12,2,0,16.7,0.51,0.08,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches
Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14.0,2,0,0,42,19,0,45.2,3.00,1.36,0.05,0.11,5.3,5.3,0.13,-3.3,-3.3,Matches
Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,21,5,5,118,54,1,45.8,3.38,1.55,0.14,0.30,17.8,14.0,0.12,+3.2,+2.0,Matches
Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,0,0,0,4,0,0,0.0,2.08,0.00,0.00,,0.2,0.2,0.04,-0.2,-0.2,Matches
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,25.8,13,2,3,107,42,15,39.3,4.14,1.63,0.10,0.26,9.6,7.4,0.07,+3.4,+3.6,Matches
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,2,0,0,35,9,0,25.7,1.11,0.28,0.06,0.22,1.3,1.3,0.04,+0.7,+0.7,Matches
Álex Berenguer,es ESP,"MF,FW",Torino,it Serie A,24,1995,18.4,5,0,0,37,11,0,29.7,2.01,0.60,0.14,0.45,3.8,3.8,0.10,+1.2,+1.2,Matches
