player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_games_starts,header_playing_minutes,header_playing_goals,header_performance_assists,header_performance_pens_made,header_performance_pens_att,header_performance_cards_yellow,header_performance_cards_red,header_performance_goals_per90,header_per90_assists_per90,header_per90_goals_assists_per90,header_per90_goals_pens_per90,header_per90_goals_assists_pens_per90,header_per90_xg,header_expected_npxg,header_expected_xa,header_expected_xg_per90,header_per90_xa_per90,header_per90_xg_xa_per90,header_per90_npxg_per90,header_per90_npxg_xa_per90,header_per90_matches
Andreas Pereira,br BRA,"MF,FW",Manchester Utd,eng Premier League,23,1996,25,18,"1,484",1,3,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.3,2.3,3.7,0.14,0.23,0.37,0.14,0.37,Matches
Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,25,1993,28,28,"2,520",3,2,0,0,1,0,0.11,0.07,0.18,0.11,0.18,1.2,1.1,3.8,0.04,0.13,0.18,0.04,0.17,Matches
Gastón Pereiro,uy URU,"MF,FW",Cagliari,it Serie A,24,1995,8,3,284,1,0,0,0,2,0,0.32,0.00,0.32,0.32,0.32,0.8,0.8,0.0,0.24,0.01,0.25,0.24,0.25,Matches
Bruno Peres,br BRA,DF,Roma,it Serie A,29,1990,14,11,954,2,2,0,0,3,0,0.19,0.19,0.38,0.19,0.38,1.1,1.1,1.3,0.11,0.12,0.23,0.11,0.23,Matches
Roberto Pereyra,ar ARG,"FW,MF",Watford,eng Premier League,28,1991,28,17,"1,648",3,0,1,1,4,0,0.16,0.00,0.16,0.11,0.11,2.6,1.8,1.8,0.14,0.10,0.24,0.10,0.20,Matches
Ayoze Pérez,es ESP,"MF,FW",Leicester City,eng Premier League,26,1993,33,26,"2,004",8,4,1,1,0,0,0.36,0.18,0.54,0.31,0.49,5.8,5.1,3.7,0.26,0.17,0.43,0.23,0.39,Matches
Carles Pérez,es ESP,FW,Barcelona,es La Liga,21,1998,10,5,476,1,2,0,0,0,0,0.19,0.38,0.57,0.19,0.57,1.0,1.0,0.3,0.19,0.06,0.25,0.19,0.25,Matches
Carles Pérez,es ESP,"FW,MF",Roma,it Serie A,21,1998,13,4,494,1,2,0,0,1,0,0.18,0.36,0.55,0.18,0.55,1.6,1.6,1.1,0.29,0.19,0.48,0.29,0.48,Matches
Iñigo Pérez,es ESP,MF,Osasuna,es La Liga,31,1988,22,11,"1,082",2,1,0,0,4,0,0.17,0.08,0.25,0.17,0.25,1.1,1.1,0.9,0.09,0.08,0.17,0.09,0.17,Matches
Juan Pérez,es ESP,GK,Osasuna,es La Liga,23,1996,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kike Pérez,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,6,2,218,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.20,0.08,0.28,0.20,0.28,Matches
Lucas Pérez,es ESP,FW,Alavés,es La Liga,30,1988,34,29,"2,496",11,5,5,5,4,0,0.40,0.18,0.58,0.22,0.40,10.5,6.7,6.2,0.38,0.22,0.60,0.24,0.46,Matches
Rubén Pérez,es ESP,MF,Leganés,es La Liga,30,1989,26,25,"2,194",1,1,1,1,9,0,0.04,0.04,0.08,0.00,0.04,1.2,0.4,0.5,0.05,0.02,0.07,0.02,0.04,Matches
Samuel Pérez,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mattia Perin,it ITA,GK,Genoa,it Serie A,26,1992,19,19,"1,710",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ivan Perišić,hr CRO,"FW,MF",Bayern Munich,de Bundesliga,30,1989,22,11,"1,206",4,3,0,0,1,0,0.30,0.22,0.52,0.30,0.52,4.0,4.0,2.3,0.30,0.17,0.47,0.30,0.47,Matches
Diego Perotti,ar ARG,"FW,MF",Roma,it Serie A,31,1988,19,9,802,3,2,3,3,2,1,0.34,0.22,0.56,0.00,0.22,2.9,0.7,2.3,0.33,0.26,0.59,0.08,0.33,Matches
Romain Perraud,fr FRA,DF,Brest,fr Ligue 1,21,1997,20,19,"1,670",0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.6,0.03,0.09,0.12,0.03,0.12,Matches
Loïc Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21,20,"1,714",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.03,0.01,0.04,0.03,0.04,Matches
Lucas Perrin,fr FRA,DF,Marseille,fr Ligue 1,20,1998,4,4,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.07,0.00,0.07,0.07,0.07,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Matteo Pessina,it ITA,"MF,FW",Hellas Verona,it Serie A,22,1997,33,25,"2,354",7,0,0,0,7,0,0.27,0.00,0.27,0.27,0.27,4.7,4.7,1.1,0.18,0.04,0.22,0.18,0.22,Matches
Andrea Petagna,it ITA,FW,SPAL,it Serie A,24,1995,35,32,"2,942",12,1,5,7,5,0,0.37,0.03,0.40,0.21,0.24,13.0,7.7,3.3,0.40,0.10,0.50,0.24,0.34,Matches
Nils Petersen,de GER,"FW,MF",Freiburg,de Bundesliga,30,1988,34,24,"2,436",11,2,1,1,1,0,0.41,0.07,0.48,0.37,0.44,8.1,7.4,2.7,0.30,0.10,0.40,0.27,0.37,Matches
Danijel Petković,me MNE,GK,Angers,fr Ligue 1,26,1993,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jacopo Petriccione,it ITA,MF,Lecce,it Serie A,24,1995,29,23,"2,026",0,5,0,0,10,0,0.00,0.22,0.22,0.00,0.22,0.5,0.5,2.1,0.02,0.09,0.11,0.02,0.11,Matches
Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,28,1991,32,32,"2,740",3,0,0,0,12,0,0.10,0.00,0.10,0.10,0.10,2.5,2.5,0.4,0.08,0.01,0.10,0.08,0.10,Matches
Giuseppe Pezzella,it ITA,DF,Udinese,it Serie A,21,1997,1,1,80,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
Giuseppe Pezzella,it ITA,DF,Parma,it Serie A,21,1997,21,8,941,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
Rayan Philippe,fr FRA,"DF,FW",Dijon,fr Ligue 1,18,2000,1,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
Romain Philippoteaux,fr FRA,"FW,MF",Nîmes,fr Ligue 1,31,1988,27,23,"1,994",5,2,0,0,3,0,0.23,0.09,0.32,0.23,0.32,2.6,2.6,1.4,0.12,0.06,0.18,0.12,0.18,Matches
Krzysztof Piątek,pl POL,"FW,MF",Hertha BSC,de Bundesliga,24,1995,15,9,909,4,1,2,2,2,0,0.40,0.10,0.50,0.20,0.30,4.5,2.9,1.5,0.44,0.15,0.59,0.29,0.44,Matches
Krzysztof Piątek,pl POL,FW,Milan,it Serie A,24,1995,18,14,"1,183",4,0,3,3,1,0,0.30,0.00,0.30,0.08,0.08,6.2,3.9,0.9,0.47,0.07,0.54,0.30,0.37,Matches
Pablo Piatti,ar ARG,"DF,MF",Espanyol,es La Liga,30,1989,3,0,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.13,0.00,0.13,0.13,0.13,Matches
Cristiano Piccini,it ITA,DF,Valencia,es La Liga,26,1992,2,1,75,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.09,0.00,0.09,0.09,0.09,Matches
Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,18,2001,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,1.86,0.17,2.04,1.86,2.04,Matches
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,38,"3,420",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,30,1989,5,5,450,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.05,0.06,0.01,0.06,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,Mainz 05,de Bundesliga,21,1998,8,8,574,0,1,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.3,0.01,0.05,0.06,0.01,0.06,Matches
Brandon Pierrick,eng ENG,"DF,FW",Crystal Palace,eng Premier League,17,2001,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.47,0.47,0.00,0.47,Matches
Erik Pieters,nl NED,"DF,MF",Burnley,eng Premier League,30,1988,24,21,"1,878",0,4,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.8,0.8,2.4,0.04,0.12,0.15,0.04,0.15,Matches
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,31,1987,20,17,"1,344",1,0,0,0,6,1,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.6,0.06,0.04,0.09,0.06,0.09,Matches
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,20,1999,30,22,"2,137",5,1,1,2,1,0,0.21,0.04,0.25,0.17,0.21,6.5,4.8,0.6,0.27,0.03,0.30,0.20,0.23,Matches
Simone Pinna,it ITA,DF,Cagliari,it Serie A,21,1997,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.13,0.13,0.00,0.13,Matches
Pipa,es ESP,DF,Espanyol,es La Liga,21,1998,7,5,473,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.07,0.04,0.11,0.07,0.11,Matches
Gerard Piqué,es ESP,DF,Barcelona,es La Liga,32,1987,35,35,"3,092",1,0,0,0,15,0,0.03,0.00,0.03,0.03,0.03,2.2,2.2,0.5,0.06,0.02,0.08,0.06,0.08,Matches
Lorenzo Pirola,it ITA,DF,Inter,it Serie A,17,2002,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,33,1986,30,28,"2,442",1,0,0,0,8,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.03,0.03,0.03,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,34,1985,29,25,"2,106",1,3,0,0,3,0,0.04,0.13,0.17,0.04,0.17,0.4,0.4,2.0,0.02,0.09,0.10,0.02,0.10,Matches
Claudio Pizarro,pe PER,"FW,MF",Werder Bremen,de Bundesliga,40,1978,18,0,234,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.15,0.24,0.39,0.15,0.39,Matches
Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,29,1990,29,27,"2,217",3,6,0,0,9,0,0.12,0.24,0.37,0.12,0.37,0.9,0.9,3.4,0.03,0.14,0.17,0.03,0.17,Matches
Óscar Plano,es ESP,MF,Valladolid,es La Liga,28,1991,36,28,"2,505",4,2,0,0,6,0,0.14,0.07,0.22,0.14,0.22,4.4,4.4,2.8,0.16,0.10,0.26,0.16,0.26,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,27,1992,17,17,"1,396",0,5,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,2.2,0.02,0.14,0.16,0.02,0.16,Matches
Alassane Pléa,fr FRA,FW,M'gladbach,de Bundesliga,26,1993,27,25,"2,143",10,10,0,1,4,2,0.42,0.42,0.84,0.42,0.84,11.4,10.7,6.4,0.48,0.27,0.75,0.45,0.72,Matches
Thomas Pledl,de GER,"DF,MF",Düsseldorf,de Bundesliga,25,1994,5,0,91,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.08,0.13,0.05,0.13,Matches
Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,23,1995,9,3,289,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.6,1.6,0.4,0.49,0.14,0.63,0.49,0.63,Matches
Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,16,13,"1,204",1,3,0,1,1,0,0.07,0.22,0.30,0.07,0.30,2.0,1.2,2.7,0.15,0.20,0.35,0.09,0.29,Matches
Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Andrea Poli,it ITA,MF,Bologna,it Serie A,29,1989,28,22,"1,919",2,0,0,0,5,0,0.09,0.00,0.09,0.09,0.09,2.1,2.1,1.8,0.10,0.08,0.18,0.10,0.18,Matches
Matteo Politano,it ITA,FW,Napoli,it Serie A,25,1993,13,8,663,1,2,0,0,1,0,0.14,0.27,0.41,0.14,0.41,1.1,1.1,1.4,0.15,0.19,0.34,0.15,0.34,Matches
Matteo Politano,it ITA,FW,Inter,it Serie A,25,1993,11,2,259,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.7,0.31,0.24,0.56,0.31,0.56,Matches
Sebastian Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,13,2,330,2,2,2,2,1,1,0.55,0.55,1.09,0.00,0.55,2.0,0.5,1.3,0.54,0.35,0.89,0.13,0.47,Matches
Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,11,11,928,2,0,0,0,4,1,0.19,0.00,0.19,0.19,0.19,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
Pere Pons,es ESP,MF,Alavés,es La Liga,26,1993,30,7,"1,088",1,1,0,0,3,0,0.08,0.08,0.17,0.08,0.17,0.2,0.2,0.9,0.02,0.07,0.09,0.02,0.09,Matches
Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,"3,420",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.01,0.01,0.00,0.01,Matches
Pedro Porro,es ESP,"DF,MF",Valladolid,es La Liga,19,1999,13,7,739,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.03,0.00,0.03,Matches
Francisco Portillo,es ESP,MF,Getafe,es La Liga,29,1990,16,3,376,0,2,0,0,3,0,0.00,0.48,0.48,0.00,0.48,0.3,0.3,0.9,0.07,0.22,0.29,0.07,0.29,Matches
Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,27,1992,35,25,"2,393",7,7,0,1,5,0,0.26,0.26,0.53,0.26,0.53,6.0,5.2,5.4,0.23,0.20,0.43,0.20,0.40,Matches
Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,28,27,"2,308",0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,0.8,0.08,0.03,0.12,0.08,0.12,Matches
Sergio Postigo,es ESP,DF,Levante,es La Liga,30,1988,28,27,"2,374",1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.5,0.03,0.02,0.05,0.03,0.05,Matches
Florent Poulolo,fr FRA,"MF,DF",Getafe,es La Liga,22,1997,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,22,12,"1,222",5,6,0,0,2,0,0.37,0.44,0.81,0.37,0.81,5.8,5.8,1.8,0.43,0.13,0.56,0.43,0.56,Matches
Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,2,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Darío Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.66,0.00,1.66,1.66,1.66,Matches
Alejandro Pozo Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,19,16,"1,498",1,2,0,0,0,0,0.06,0.12,0.18,0.06,0.18,0.2,0.2,1.4,0.01,0.08,0.10,0.01,0.10,Matches
Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,3,2,185,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,27,12,"1,134",1,2,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.4,1.4,0.8,0.11,0.06,0.17,0.11,0.17,Matches
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,20,0,279,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.1,0.46,0.03,0.49,0.21,0.24,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,3,1,78,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,24,23,"1,995",6,4,1,1,4,0,0.27,0.18,0.45,0.23,0.41,4.9,4.2,4.8,0.22,0.21,0.44,0.19,0.40,Matches
Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,1,1,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.12,0.00,0.12,0.12,0.12,Matches
Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,31,22,"2,079",2,6,0,0,0,0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.8,0.12,0.16,0.28,0.12,0.28,Matches
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,16,9,924,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,35,32,"2,829",1,2,0,0,4,0,0.03,0.06,0.10,0.03,0.10,1.5,1.5,2.0,0.05,0.07,0.11,0.05,0.11,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,36,27,"2,563",7,3,0,0,7,0,0.25,0.11,0.35,0.25,0.35,7.3,7.3,3.0,0.26,0.11,0.36,0.26,0.36,Matches
Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,11,5,510,0,2,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.7,0.7,1.8,0.12,0.31,0.43,0.12,0.43,Matches
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,36,33,"2,886",11,3,2,2,3,0,0.34,0.09,0.44,0.28,0.37,12.9,11.4,3.3,0.40,0.10,0.51,0.35,0.46,Matches
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,35,30,"2,770",6,5,6,7,9,0,0.19,0.16,0.36,0.00,0.16,6.6,1.3,5.8,0.21,0.19,0.40,0.04,0.23,Matches
Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,25,19,"1,722",9,4,0,0,0,0,0.47,0.21,0.68,0.47,0.68,8.4,8.4,3.7,0.44,0.19,0.63,0.44,0.63,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,12,2,341,1,0,0,0,1,0,0.26,0.00,0.26,0.26,0.26,0.7,0.7,0.8,0.17,0.20,0.38,0.17,0.38,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,7,0,74,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,26,24,"2,113",11,3,5,6,2,0,0.47,0.13,0.60,0.26,0.38,11.9,7.4,3.5,0.51,0.15,0.66,0.31,0.46,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,32,31,"2,602",13,2,1,1,2,0,0.45,0.07,0.52,0.42,0.48,11.4,10.6,2.6,0.39,0.09,0.48,0.37,0.46,Matches
Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.13,0.00,0.13,0.13,0.13,Matches
Quini,es ESP,DF,Granada,es La Liga,29,1989,10,8,718,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.03,0.03,0.05,0.03,0.05,Matches
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,19,17,"1,573",0,2,0,0,6,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.4,0.01,0.08,0.10,0.01,0.10,Matches
Quique,es ESP,FW,Eibar,es La Liga,29,1990,15,4,490,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.8,0.8,0.3,0.14,0.06,0.20,0.14,0.20,Matches
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,27,20,"1,862",1,0,0,0,7,1,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.8,0.05,0.04,0.09,0.05,0.09,Matches
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,26,22,"1,993",1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04,Matches
Nemanja Radonjić,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,21,8,880,5,1,0,0,3,0,0.51,0.10,0.61,0.51,0.61,2.9,2.9,0.9,0.30,0.09,0.39,0.30,0.39,Matches
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,30,1988,19,15,"1,318",0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.6,0.06,0.04,0.10,0.06,0.10,Matches
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,17,"1,530",0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,29,28,"2,306",1,0,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04,Matches
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,13,9,700,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.01,0.08,0.09,0.01,0.09,Matches
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Raffael,br BRA,MF,M'gladbach,de Bundesliga,34,1985,8,0,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.91,0.31,1.22,0.91,1.22,Matches
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,3,2,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.23,0.17,0.40,0.23,0.40,Matches
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,29,25,"2,111",4,1,0,0,5,0,0.17,0.04,0.21,0.17,0.21,1.8,1.8,1.5,0.08,0.06,0.14,0.08,0.14,Matches
Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,13,2,313,1,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.7,0.7,0.7,0.19,0.21,0.40,0.19,0.40,Matches
Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,2,2,108,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,32,32,"2,775",1,0,0,0,9,1,0.03,0.00,0.03,0.03,0.03,1.9,1.9,0.1,0.06,0.00,0.07,0.06,0.07,Matches
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,"2,430",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,31,1988,31,16,"1,589",1,3,0,0,5,0,0.06,0.17,0.23,0.06,0.23,1.8,1.8,1.6,0.10,0.09,0.19,0.10,0.19,Matches
Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,25,19,"1,601",4,3,0,0,2,0,0.22,0.17,0.39,0.22,0.39,4.6,4.6,2.3,0.26,0.13,0.39,0.26,0.39,Matches
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,25,18,"1,347",7,2,3,3,5,0,0.47,0.13,0.60,0.27,0.40,6.4,4.1,3.1,0.43,0.20,0.63,0.28,0.48,Matches
Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,24,15,"1,306",3,1,0,1,2,0,0.21,0.07,0.28,0.21,0.28,4.9,4.2,1.8,0.34,0.12,0.46,0.29,0.41,Matches
Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,7,6,457,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Adrián Ramos,co COL,FW,Granada,es La Liga,33,1986,7,2,226,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.19,0.03,0.22,0.19,0.22,Matches
Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,35,35,"3,013",11,0,6,6,10,0,0.33,0.00,0.33,0.15,0.15,10.2,5.6,0.2,0.30,0.01,0.31,0.17,0.18,Matches
