player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_performance_cards_yellow,header_performance_cards_red,header_performance_cards_yellow_red,header_performance_fouls,header_performance_fouled,header_performance_offsides,header_performance_crosses,header_performance_interceptions,header_performance_tackles_won,header_performance_pens_won,header_performance_pens_conceded,header_performance_own_goals,header_performance_ball_recoveries,header_aerials_aerials_won,header_aerials_aerials_lost,header_aerials_aerials_won_pct,matches
Sebastiaan Bornauw,be BEL,DF,Köln,de Bundesliga,20,1999,27.2,5,1,0,41,9,2,6,40,32,0,0,0,239,70,40,63.6,Matches
Brandon Borrello,au AUS,"MF,FW",Freiburg,de Bundesliga,24,1995,3.3,0,0,0,3,9,1,4,1,4,0,0,0,28,4,9,30.8,Matches
Gabriel Boschilia,br BRA,"MF,FW",Monaco,fr Ligue 1,23,1996,1.4,0,0,0,1,3,0,3,2,1,0,0,0,9,0,1,0.0,Matches
Denis Bouanga,ga GAB,"FW,DF",Saint-Étienne,fr Ligue 1,24,1994,22.7,4,0,0,51,33,6,58,8,35,0,0,0,131,35,57,38.0,Matches
Hicham Boudaoui,dz ALG,"MF,FW",Nice,fr Ligue 1,19,1999,5.4,2,1,0,10,3,1,17,14,8,0,0,0,35,7,10,41.2,Matches
Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,fr Ligue 1,29,1990,17.7,0,0,0,9,19,2,105,7,17,0,0,0,126,10,34,22.7,Matches
Sofiane Boufal,ma MAR,"MF,FW",Southampton,eng Premier League,25,1993,8.5,2,0,0,25,20,2,27,3,12,0,1,0,69,8,11,42.1,Matches
Nassim Boujellab,de GER,"MF,FW",Schalke 04,de Bundesliga,20,1999,4.7,2,0,0,11,4,1,0,8,9,0,0,0,39,7,13,35.0,Matches
Farid Boulaya,dz ALG,FW,Metz,fr Ligue 1,26,1993,9.1,1,1,0,7,6,2,50,5,12,0,0,0,92,5,16,23.8,Matches
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,28,1991,5.5,1,0,0,0,1,0,0,0,0,0,0,0,30,0,0,,Matches
Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,27,1991,8.3,7,1,1,26,14,0,7,20,15,0,0,2,97,10,15,40.0,Matches
Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,25,1994,21.1,5,0,0,29,16,2,123,17,27,1,0,0,234,17,22,43.6,Matches
Bilal Boutobba,fr FRA,"MF,DF",Montpellier,fr Ligue 1,20,1998,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,Matches
Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,22,1996,10.2,0,0,0,4,20,1,59,13,13,0,0,0,68,4,23,14.8,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,28,1990,27.1,8,1,0,23,7,2,0,61,20,0,3,0,211,77,28,73.3,Matches
John Boye,gh GHA,DF,Metz,fr Ligue 1,32,1987,23.5,6,0,0,22,18,1,0,31,25,0,0,0,208,58,28,67.4,Matches
Can Bozdogan,de GER,MF,Schalke 04,de Bundesliga,18,2001,2.6,2,1,1,4,3,1,0,2,7,0,0,0,22,2,2,50.0,Matches
Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,19,1999,15.8,1,0,0,11,14,1,93,22,14,0,0,0,119,11,17,39.3,Matches
Filip Bradarić,hr CRO,MF,Celta Vigo,es La Liga,27,1992,7.8,2,1,0,13,5,0,4,17,13,0,0,0,81,12,13,48.0,Matches
Robbie Brady,ie IRL,MF,Burnley,eng Premier League,27,1992,5.0,1,0,0,8,4,1,12,5,5,0,0,0,44,15,5,75.0,Matches
Martin Braithwaite,dk DEN,"FW,MF",Barcelona,es La Liga,28,1991,4.5,1,0,0,8,7,1,4,1,1,0,0,0,15,6,4,60.0,Matches
Martin Braithwaite,dk DEN,"FW,MF",Leganés,es La Liga,28,1991,21.5,3,0,0,30,31,9,9,4,9,0,0,0,89,49,68,41.9,Matches
Brandon,es ESP,FW,Osasuna,es La Liga,24,1995,4.5,4,0,0,6,6,0,4,1,2,0,0,0,24,2,14,12.5,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,23,1996,24.5,0,0,0,12,20,2,39,18,35,0,0,0,187,16,21,43.2,Matches
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,17,2002,3.3,0,0,0,3,3,0,0,1,6,0,0,0,23,8,12,40.0,Matches
Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,27,1992,24.9,8,0,0,57,22,3,15,21,27,1,0,0,232,41,79,34.2,Matches
Erling Braut Håland,no NOR,FW,Dortmund,de Bundesliga,19,2000,11.8,0,0,0,10,7,3,6,3,5,1,0,0,44,21,23,47.7,Matches
Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,36,1983,3.9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,21,1998,18.6,0,0,0,17,17,4,80,15,15,0,0,0,126,9,27,25.0,Matches
Gleison Bremer,br BRA,DF,Torino,it Serie A,22,1997,23.2,6,2,2,33,19,2,1,71,34,0,2,0,226,63,48,56.8,Matches
Anthony Briançon,fr FRA,DF,Nîmes,fr Ligue 1,24,1994,19.3,0,2,0,10,14,2,4,41,15,0,1,0,181,31,24,56.4,Matches
Jimmy Briand,fr FRA,FW,Bordeaux,fr Ligue 1,33,1985,16.9,1,0,0,8,24,9,2,7,5,0,0,0,68,26,67,28.0,Matches
Yan Brice Eteki,cm CMR,MF,Granada,es La Liga,21,1997,16.7,4,0,0,51,32,0,0,24,19,0,0,0,178,25,26,49.0,Matches
Armando Broja,al ALB,FW,Chelsea,eng Premier League,17,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,24,1995,9.0,0,0,0,4,5,0,0,7,7,0,0,0,49,12,10,54.5,Matches
David Brooks,wal WAL,MF,Bournemouth,eng Premier League,22,1997,5.6,1,0,0,4,6,0,24,3,3,0,0,0,27,0,6,0.0,Matches
John Brooks,us USA,DF,Wolfsburg,de Bundesliga,26,1993,24.7,4,0,0,25,10,2,1,38,19,0,0,0,321,69,30,69.7,Matches
Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,31,1988,19.0,3,0,0,13,9,0,172,16,14,0,1,1,172,19,23,45.2,Matches
Josh Brownhill,eng ENG,MF,Burnley,eng Premier League,23,1995,8.9,2,0,0,6,9,0,2,13,8,0,0,0,104,20,15,57.1,Matches
Marcelo Brozović,hr CRO,MF,Inter,it Serie A,26,1992,28.0,7,0,0,42,19,1,48,39,52,0,0,0,301,19,20,48.7,Matches
Gastón Brugman,uy URU,MF,Parma,it Serie A,26,1992,16.2,5,0,0,27,19,0,12,25,36,0,0,0,163,10,5,66.7,Matches
Jeffrey Bruma,nl NED,DF,Wolfsburg,de Bundesliga,27,1991,9.0,1,0,0,15,4,1,0,13,3,0,1,0,88,28,10,73.7,Matches
Jeffrey Bruma,nl NED,DF,Mainz 05,de Bundesliga,27,1991,7.5,3,0,0,10,3,1,0,7,7,0,0,0,77,33,14,70.2,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,20,1998,4.3,0,0,0,2,1,0,6,3,4,0,0,0,27,3,2,60.0,Matches
Jacob Bruun Larsen,dk DEN,FW,Dortmund,de Bundesliga,20,1998,0.8,0,0,0,1,2,0,0,0,0,0,0,0,6,1,5,16.7,Matches
Bryan,es ESP,"MF,FW",Leganés,es La Liga,18,2001,6.2,2,0,0,10,12,4,34,2,10,0,0,0,54,2,7,22.2,Matches
Bryan,es ESP,FW,Sevilla,es La Liga,18,2001,0.7,2,0,0,1,0,0,2,0,1,0,0,0,4,0,1,0.0,Matches
Lucas Buadés,fr FRA,FW,Nîmes,fr Ligue 1,21,1997,1.3,0,0,0,3,4,1,0,1,2,0,0,0,6,1,1,50.0,Matches
Ante Budimir,hr CRO,FW,Mallorca,es La Liga,28,1991,30.7,12,0,0,67,60,16,5,6,21,1,0,0,109,141,161,46.7,Matches
Emi Buendía,ar ARG,"FW,MF",Norwich City,eng Premier League,22,1996,27.4,6,1,0,36,54,2,166,22,58,0,0,0,232,23,54,29.9,Matches
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,41,1978,8.0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,,Matches
Marius Bülter,de GER,"MF,FW",Union Berlin,de Bundesliga,26,1993,25.8,1,0,0,33,26,9,72,11,20,0,0,0,192,25,53,32.1,Matches
Esteban Burgos,ar ARG,DF,Eibar,es La Liga,27,1992,12.4,3,0,0,8,4,0,1,19,9,0,0,0,141,25,12,67.6,Matches
Guido Burgstaller,at AUT,FW,Schalke 04,de Bundesliga,30,1989,13.7,3,0,0,21,18,17,13,2,6,0,0,0,65,29,82,26.1,Matches
Burgui,es ESP,MF,Alavés,es La Liga,25,1993,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0.0,Matches
Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,19,2000,2.8,0,0,0,2,5,0,2,0,5,0,0,0,24,3,7,30.0,Matches
Oliver Burke,sco SCO,"MF,FW",Alavés,es La Liga,22,1997,15.9,2,0,0,19,11,1,17,9,5,0,0,0,75,23,38,37.7,Matches
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,28,1990,30.8,0,0,0,0,2,0,0,2,0,0,0,0,188,0,0,,Matches
Dan Burn,eng ENG,DF,Brighton,eng Premier League,27,1992,32.0,5,0,0,32,13,3,52,37,36,0,0,0,308,137,52,72.5,Matches
Patrick Burner,fr FRA,DF,Nice,fr Ligue 1,23,1996,15.9,6,1,1,18,9,0,24,32,23,0,0,0,153,12,21,36.4,Matches
Sergio Busquets,es ESP,MF,Barcelona,es La Liga,31,1988,27.6,9,0,0,46,51,0,1,46,63,0,1,0,351,40,34,54.1,Matches
Unai Bustinza,es ESP,DF,Leganés,es La Liga,27,1992,29.8,8,0,0,50,57,3,46,66,47,0,1,0,351,68,52,56.7,Matches
Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,36,1983,26.0,0,0,0,0,5,0,0,0,0,0,0,0,129,0,0,,Matches
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,19,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Sam Byram,eng ENG,DF,Norwich City,eng Premier League,25,1993,14.4,4,0,0,16,8,1,7,24,23,0,0,0,152,42,30,58.3,Matches
Erick Cabaco,uy URU,DF,Getafe,es La Liga,24,1995,3.0,0,0,0,7,1,0,3,3,2,0,0,0,38,12,2,85.7,Matches
Erick Cabaco,uy URU,DF,Levante,es La Liga,24,1995,9.0,4,0,0,7,7,0,1,13,10,0,0,0,85,20,17,54.1,Matches
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,37,1981,5.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
Yohan Cabaye,fr FRA,MF,Saint-Étienne,fr Ligue 1,33,1986,9.5,3,0,0,21,12,0,25,21,26,0,0,0,113,10,7,58.8,Matches
Manuel Cabit,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3.0,2,0,0,6,9,0,8,5,3,0,1,0,27,0,2,0.0,Matches
Ariday Cabrera,es ESP,"MF,FW",Mallorca,es La Liga,30,1988,0.4,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,,Matches
Leandro Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17.0,3,0,0,16,9,1,7,21,2,0,0,0,199,58,33,63.7,Matches
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17.0,2,0,0,10,7,1,8,25,17,0,0,0,192,46,20,69.7,Matches
Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,1,1,0,8,8,1,37,15,5,0,0,0,90,13,10,56.5,Matches
Martín Cáceres,uy URU,DF,Fiorentina,it Serie A,32,1987,25.2,10,1,1,21,14,0,12,29,35,0,1,0,186,32,22,59.3,Matches
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,0,0,0,11,4,0,20,19,23,0,0,0,63,7,7,50.0,Matches
Jhonder Cádiz,ve VEN,"FW,MF",Dijon,fr Ligue 1,24,1995,8.9,3,0,0,14,21,5,6,1,10,0,0,0,29,42,46,47.7,Matches
