player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_passes_total_passes_completed,header_passes_total_passes,header_passes_total_passes_pct,header_passes_total_passes_total_distance,header_passes_total_passes_progressive_distance,header_passes_short_passes_completed_short,header_passes_short_passes_short,header_passes_short_passes_pct_short,header_passes_medium_passes_completed_medium,header_passes_medium_passes_medium,header_passes_medium_passes_pct_medium,header_passes_long_passes_completed_long,header_passes_long_passes_long,header_passes_long_passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,625,801,78.0,10422,4745,4,28,14.3,529,602,87.9,92,171,53.8,2,0.9,+1.1,12,36,18,12,93,Matches
Albian Ajeti,ch SUI,"MF,FW",West Ham,eng Premier League,22,1997,1.5,15,18,83.3,152,8,1,1,100.0,14,17,82.4,0,0,,0,0.1,-0.1,2,0,0,0,0,Matches
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,371,509,72.9,5861,927,12,28,42.9,307,399,76.9,52,82,63.4,4,3.0,+1.0,14,14,12,4,33,Matches
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,1767,1929,91.6,36920,11998,8,25,32.0,1240,1304,95.1,519,600,86.5,1,0.7,+0.3,3,103,2,0,87,Matches
Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,1.1,25,29,86.2,414,68,1,1,100.0,20,23,87.0,4,5,80.0,0,0.0,0.0,0,1,1,0,2,Matches
Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,1042,1183,88.1,21680,7019,9,20,45.0,725,787,92.1,308,376,81.9,2,0.6,+1.4,4,67,10,0,61,Matches
Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,6.0,172,206,83.5,2703,811,6,11,54.5,146,166,88.0,20,29,69.0,1,1.2,-0.2,5,15,2,0,27,Matches
Kevin Akpoguma,de GER,DF,Hoffenheim,de Bundesliga,24,1995,12.7,659,754,87.4,12650,3663,4,9,44.4,518,558,92.8,137,187,73.3,0,0.0,0.0,1,25,1,0,29,Matches
David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,2250,2478,90.8,47127,15534,20,37,54.1,1573,1664,94.5,657,777,84.6,1,1.9,-0.9,18,294,24,7,240,Matches
Sofiane Alakouch,fr FRA,DF,Nîmes,fr Ligue 1,21,1998,15.6,664,811,81.9,11890,4858,5,28,17.9,546,615,88.8,113,168,67.3,0,1.3,-1.3,13,48,13,6,113,Matches
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,227,308,73.7,3353,375,17,32,53.1,176,231,76.2,34,45,75.6,1,2.2,-1.2,15,6,9,0,13,Matches
Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,1864,2141,87.1,30213,9511,35,86,40.7,1600,1742,91.8,229,313,73.2,5,3.4,+1.6,28,126,38,18,177,Matches
Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,32.6,1669,2105,79.3,30962,10789,38,82,46.3,1284,1455,88.2,347,568,61.1,15,10.1,+4.9,95,228,89,4,340,Matches
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,1619,1882,86.0,41782,12194,6,16,37.5,821,898,91.4,792,968,81.8,0,0.4,-0.4,5,96,5,1,82,Matches
Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,9.6,344,508,67.7,6187,2445,6,32,18.8,271,330,82.1,67,146,45.9,3,1.8,+1.2,18,31,20,9,65,Matches
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,181,230,78.7,2575,372,6,14,42.9,156,183,85.2,19,33,57.6,1,1.5,-0.5,9,6,6,0,9,Matches
Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,84,112,75.0,1133,186,4,8,50.0,75,92,81.5,5,12,41.7,1,1.0,0.0,5,2,2,0,7,Matches
Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,1649,1840,89.6,34565,8766,30,51,58.8,1153,1249,92.3,466,540,86.3,0,1.0,-1.0,22,185,18,1,206,Matches
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,831,1059,78.5,19154,4979,11,39,28.2,544,616,88.3,276,404,68.3,2,0.9,+1.1,14,95,4,1,104,Matches
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,1567,1895,82.7,37306,9753,10,26,38.5,968,1040,93.1,589,829,71.0,2,0.9,+1.1,11,131,17,1,89,Matches
Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,910,1170,77.8,15008,6447,14,35,40.0,764,896,85.3,132,239,55.2,1,1.3,-0.3,13,67,12,6,150,Matches
Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,23,35,65.7,329,41,2,3,66.7,18,28,64.3,3,4,75.0,0,0.0,0.0,0,1,0,0,0,Matches
Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,143,156,91.7,2693,591,3,6,50.0,106,109,97.2,34,41,82.9,0,0.0,0.0,0,18,1,0,14,Matches
Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,333,389,85.6,6532,1239,5,16,31.3,232,265,87.5,96,108,88.9,0,0.2,-0.2,4,44,4,1,33,Matches
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,237,327,72.5,7495,4998,1,1,100.0,125,126,99.2,111,200,55.5,0,0.1,-0.1,2,1,0,0,0,Matches
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,2254,3147,71.6,49809,19995,33,120,27.5,1558,1821,85.6,663,1206,55.0,13,9.8,+3.2,85,202,90,30,459,Matches
Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,53,75,70.7,1492,856,0,0,,24,24,100.0,29,51,56.9,0,0.0,0.0,0,0,0,0,0,Matches
Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,342,467,73.2,5010,717,13,32,40.6,292,380,76.8,37,55,67.3,1,1.3,-0.3,18,22,9,1,26,Matches
Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,794,925,85.8,22277,12306,2,2,100.0,407,410,99.3,385,513,75.0,1,0.4,+0.6,2,7,1,0,1,Matches
Allan,br BRA,MF,Napoli,it Serie A,28,1991,13.9,705,815,86.5,13055,3198,16,36,44.4,536,584,91.8,153,195,78.5,1,1.2,-0.2,16,75,8,1,59,Matches
Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,621,805,77.1,10289,2384,15,59,25.4,496,584,84.9,110,162,67.9,4,2.2,+1.8,22,41,24,0,67,Matches
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,682,894,76.3,10800,2575,22,64,34.4,563,663,84.9,97,167,58.1,2,1.6,+0.4,27,40,24,4,73,Matches
Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,916,1108,82.7,16216,4961,12,38,31.6,756,850,88.9,148,220,67.3,2,2.2,-0.2,26,34,29,14,115,Matches
Mickaël Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,15.3,500,716,69.8,9888,3680,4,26,15.4,370,447,82.8,126,243,51.9,1,0.4,+0.6,9,31,12,5,82,Matches
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,39,53,73.6,1106,579,0,0,,22,22,100.0,17,31,54.8,0,0.0,0.0,0,0,0,0,0,Matches
Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,322,427,75.4,6679,1719,3,9,33.3,228,277,82.3,91,141,64.5,0,0.3,-0.3,7,45,2,1,34,Matches
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,1149,1403,81.9,26106,8436,11,24,45.8,719,797,90.2,419,582,72.0,0,0.5,-0.5,3,72,8,3,94,Matches
Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,28.2,1052,1255,83.8,29619,9695,7,16,43.8,481,541,88.9,564,698,80.8,0,0.5,-0.5,7,68,5,1,86,Matches
Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,564,664,84.9,8969,2604,11,28,39.3,492,553,89.0,61,83,73.5,0,0.7,-0.7,13,33,16,2,64,Matches
Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,310,361,85.9,6360,1790,2,6,33.3,219,244,89.8,89,111,80.2,0,0.1,-0.1,1,14,1,0,11,Matches
Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,231,292,79.1,3864,785,4,12,33.3,192,225,85.3,35,55,63.6,0,0.0,0.0,1,17,1,1,15,Matches
Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,700,892,78.5,14195,4183,12,32,37.5,495,573,86.4,193,287,67.2,1,0.8,+0.2,8,83,13,1,93,Matches
Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,12,17,70.6,201,65,0,3,0.0,11,12,91.7,1,2,50.0,0,0.0,0.0,0,2,0,0,1,Matches
Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,983,1222,80.4,17616,6119,19,49,38.8,787,908,86.7,177,265,66.8,1,1.2,-0.2,14,46,16,8,111,Matches
Thierry Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,140,193,72.5,2513,752,3,11,27.3,111,139,79.9,26,43,60.5,0,0.5,-0.5,11,20,7,3,20,Matches
Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,551,669,82.4,9532,3663,14,31,45.2,444,484,91.7,93,154,60.4,2,0.5,+1.5,3,36,8,2,91,Matches
Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,906,1149,78.9,16090,4293,33,66,50.0,686,776,88.4,187,307,60.9,2,6.0,-4.0,54,73,23,6,140,Matches
Ethan Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,74,78,94.9,1495,445,3,3,100.0,51,53,96.2,20,22,90.9,0,0.0,0.0,0,5,0,0,1,Matches
Opoku Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,5.6,63,104,60.6,1201,337,0,7,0.0,50,74,67.6,13,23,56.5,0,0.3,-0.3,8,6,3,0,13,Matches
Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,30.5,1395,1594,87.5,28981,5722,25,42,59.5,967,1078,89.7,403,474,85.0,1,1.9,-0.9,28,132,31,9,143,Matches
Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,1192,1308,91.1,27967,7116,5,9,55.6,733,778,94.2,454,521,87.1,0,0.2,-0.2,4,57,3,1,67,Matches
Djavan Anderson,nl NED,"DF,MF",Lazio,it Serie A,24,1995,1.9,58,68,85.3,1005,206,2,3,66.7,46,53,86.8,10,12,83.3,0,0.0,0.0,0,0,1,1,1,Matches
Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,725,934,77.6,12045,3503,21,63,33.3,596,720,82.8,108,151,71.5,4,2.9,+1.1,26,48,33,6,94,Matches
Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,495,795,62.3,6721,1423,24,57,42.1,434,661,65.7,37,77,48.1,1,1.8,-0.8,20,46,13,4,52,Matches
Florin Andone,ro ROU,"MF,FW",Brighton,eng Premier League,26,1993,0.8,8,12,66.7,77,20,0,1,0.0,8,11,72.7,0,0,,0,0.0,0.0,1,0,0,0,1,Matches
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,981,1239,79.2,17299,4174,28,68,41.2,756,901,83.9,197,270,73.0,1,1.0,0.0,13,98,8,4,88,Matches
Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,3.9,82,106,77.4,2747,1737,0,0,,35,35,100.0,47,71,66.2,0,0.0,0.0,0,0,0,0,0,Matches
Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,857,1204,71.2,15609,5438,28,62,45.2,652,833,78.3,177,309,57.3,2,1.9,+0.1,31,97,32,6,148,Matches
Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,548,622,88.1,10236,2280,11,18,61.1,421,458,91.9,116,146,79.5,0,0.1,-0.1,3,43,2,0,44,Matches
Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,149,201,74.1,2142,370,9,13,69.2,123,163,75.5,17,25,68.0,0,0.7,-0.7,8,9,3,0,14,Matches
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,363,458,79.3,11153,6654,1,1,100.0,189,191,99.0,173,266,65.0,0,0.0,0.0,0,2,0,0,0,Matches
José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,982,1466,67.0,21600,10110,19,53,35.8,672,804,83.6,291,609,47.8,1,2.4,-1.4,27,105,40,24,254,Matches
Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,573,758,75.6,10452,3997,7,29,24.1,448,516,86.8,118,213,55.4,2,2.3,-0.3,20,50,23,10,98,Matches
Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,335,426,78.6,6057,1706,4,14,28.6,266,304,87.5,65,108,60.2,0,1.2,-1.2,9,33,14,7,47,Matches
Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,7,7,100.0,121,14,0,0,,6,6,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,10.3,470,570,82.5,7589,2771,6,20,30.0,400,444,90.1,64,106,60.4,1,0.8,+0.2,8,17,11,5,56,Matches
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,18.3,541,766,70.6,11978,4728,6,34,17.6,376,437,86.0,159,295,53.9,4,2.9,+1.1,30,45,44,34,121,Matches
Janis Antiste,fr FRA,FW,Toulouse,fr Ligue 1,16,2002,0.1,,,,,,,,,,,,,,,0,,,,,,,,Matches
Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,325,507,64.1,5127,1297,15,55,27.3,262,354,74.0,48,98,49.0,3,2.7,+0.3,21,21,14,8,45,Matches
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,322,453,71.1,5699,2464,6,14,42.9,266,322,82.6,50,117,42.7,0,1.6,-1.6,10,25,9,4,61,Matches
Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,17,22,77.3,211,23,0,0,,17,21,81.0,0,1,0.0,0,0.0,0.0,0,2,0,0,0,Matches
Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,603,846,71.3,10471,3401,14,52,26.9,482,609,79.1,107,185,57.8,2,3.3,-1.3,42,29,30,8,108,Matches
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,86,101,85.1,1525,254,2,3,66.7,67,77,87.0,17,21,81.0,0,0.0,0.0,0,6,1,0,4,Matches
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,911,1076,84.7,15872,3592,9,38,23.7,740,824,89.8,162,214,75.7,4,3.1,+0.9,27,108,23,0,111,Matches
Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,24,31,77.4,374,57,0,2,0.0,21,23,91.3,3,6,50.0,0,0.0,0.0,0,1,0,0,1,Matches
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,744,964,77.2,11758,5492,9,40,22.5,656,759,86.4,79,165,47.9,0,0.3,-0.3,8,43,4,3,98,Matches
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,649,972,66.8,14047,3445,21,53,39.6,430,596,72.1,198,323,61.3,1,1.7,-0.7,13,93,20,5,95,Matches
Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,42,54,77.8,796,273,0,1,0.0,36,44,81.8,6,9,66.7,0,0.0,0.0,1,2,3,1,6,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1397,1627,85.9,25553,7830,19,48,39.6,1112,1218,91.3,266,361,73.7,3,1.7,+1.3,23,142,9,0,181,Matches
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,223,309,72.2,3737,839,12,27,44.4,172,223,77.1,39,59,66.1,1,1.9,-0.9,12,13,15,4,35,Matches
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1290,1482,87.0,28790,8276,11,23,47.8,832,903,92.1,447,556,80.4,2,0.3,+1.7,2,44,0,0,67,Matches
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,197,208,94.7,3840,793,0,1,0.0,147,153,96.1,50,54,92.6,0,0.0,0.0,0,10,0,0,3,Matches
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,870,1169,74.4,21845,6949,8,29,27.6,503,579,86.9,359,561,64.0,0,0.1,-0.1,4,101,10,5,121,Matches
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,114,135,84.4,2998,1661,1,1,100.0,69,69,100.0,44,65,67.7,0,0.0,0.0,0,0,0,0,0,Matches
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,56,58,96.6,1130,742,3,3,100.0,39,39,100.0,14,16,87.5,0,0.0,0.0,0,0,0,0,0,Matches
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,498,653,76.3,8488,3889,8,25,32.0,424,492,86.2,66,136,48.5,1,1.1,-0.1,10,28,21,7,102,Matches
Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,2,2,100.0,26,6,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,466,612,76.1,7277,2375,17,49,34.7,388,469,82.7,61,94,64.9,3,1.2,+1.8,16,33,24,4,67,Matches
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,130,178,73.0,2089,475,5,14,35.7,104,134,77.6,21,30,70.0,1,0.3,+0.7,5,10,3,1,12,Matches
